"","common","sciname","source","iucn_sid","rgn_id","status","status_scale","rgn_name","score","year"
"6794","trues beaked whale","Mesoplodon mirus","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"6795","trues beaked whale","Mesoplodon mirus","dataportal",NA,5,NA,NA,"Connecticut",NA,2017
"6796","trues beaked whale","Mesoplodon mirus","dataportal",NA,6,NA,NA,"Maine",NA,2017
"6797","trues beaked whale","Mesoplodon mirus","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"6798","trues beaked whale","Mesoplodon mirus","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",NA,2017
"6799","trues beaked whale","Mesoplodon mirus","dataportal",NA,9,NA,NA,"New Hampshire",NA,2017
"6800","trues beaked whale","Mesoplodon mirus","dataportal",NA,10,"NNR","NY","New York",NA,2017
"6801","trues beaked whale","Mesoplodon mirus","dataportal",NA,11,NA,NA,"Rhode Island",NA,2017
"6802","trues beaked whale","Mesoplodon mirus","dataportal",NA,12,"NNR","USA",NA,NA,2017
"6803","trues beaked whale","Mesoplodon mirus","dataportal",NA,13,"DD - Data deficient","IUCN",NA,NA,2017
"6804","tube-eye","Stylephorus chordatus","IUCN",21112669,1,NA,NA,"Offshore",0,2017
"6805","tube-eye","Stylephorus chordatus","IUCN",21112669,2,NA,NA,"Georges Bank",0,2017
"6806","tube-eye","Stylephorus chordatus","IUCN",21112669,3,NA,NA,"Gulf of Maine",0,2017
"6807","tube-eye","Stylephorus chordatus","IUCN",21112669,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6808","tube-eye","Stylephorus chordatus","IUCN",21112669,5,NA,NA,"Connecticut",0,2017
"6809","tube-eye","Stylephorus chordatus","IUCN",21112669,6,NA,NA,"Maine",0,2017
"6810","tube-eye","Stylephorus chordatus","IUCN",21112669,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6811","tube-eye","Stylephorus chordatus","IUCN",21112669,8,NA,NA,"Massachusetts-Virginian",0,2017
"6812","tube-eye","Stylephorus chordatus","IUCN",21112669,9,NA,NA,"New Hampshire",0,2017
"6813","tube-eye","Stylephorus chordatus","IUCN",21112669,10,NA,NA,"New York",0,2017
"6814","tube-eye","Stylephorus chordatus","IUCN",21112669,11,NA,NA,"Rhode Island",0,2017
"6815","tube-eye","Stylephorus chordatus","IUCN",21112669,12,NA,NA,NA,0,2017
"6816","tube-eye","Stylephorus chordatus","IUCN",21112669,13,"LC","IUCN",NA,0,2017
"6817","twinray dragonfish","Eustomias satterleei","IUCN",60470418,1,NA,NA,"Offshore",0,2017
"6818","twinray dragonfish","Eustomias satterleei","IUCN",60470418,2,NA,NA,"Georges Bank",0,2017
"6819","twinray dragonfish","Eustomias satterleei","IUCN",60470418,3,NA,NA,"Gulf of Maine",0,2017
"6820","twinray dragonfish","Eustomias satterleei","IUCN",60470418,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6821","twinray dragonfish","Eustomias satterleei","IUCN",60470418,5,NA,NA,"Connecticut",0,2017
"6822","twinray dragonfish","Eustomias satterleei","IUCN",60470418,6,NA,NA,"Maine",0,2017
"6823","twinray dragonfish","Eustomias satterleei","IUCN",60470418,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6824","twinray dragonfish","Eustomias satterleei","IUCN",60470418,8,NA,NA,"Massachusetts-Virginian",0,2017
"6825","twinray dragonfish","Eustomias satterleei","IUCN",60470418,9,NA,NA,"New Hampshire",0,2017
"6826","twinray dragonfish","Eustomias satterleei","IUCN",60470418,10,NA,NA,"New York",0,2017
"6827","twinray dragonfish","Eustomias satterleei","IUCN",60470418,11,NA,NA,"Rhode Island",0,2017
"6828","twinray dragonfish","Eustomias satterleei","IUCN",60470418,12,NA,NA,NA,0,2017
"6829","twinray dragonfish","Eustomias satterleei","IUCN",60470418,13,"LC","IUCN",NA,0,2017
"6830","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,1,NA,NA,"Offshore",0,2017
"6831","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,2,NA,NA,"Georges Bank",0,2017
"6832","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,3,NA,NA,"Gulf of Maine",0,2017
"6833","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6834","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,5,NA,NA,"Connecticut",0,2017
"6835","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,6,NA,NA,"Maine",0,2017
"6836","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6837","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,8,NA,NA,"Massachusetts-Virginian",0,2017
"6838","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,9,NA,NA,"New Hampshire",0,2017
"6839","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,10,NA,NA,"New York",0,2017
"6840","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,11,NA,NA,"Rhode Island",0,2017
"6841","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,12,NA,NA,NA,0,2017
"6842","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,13,"LC","IUCN",NA,0,2017
"6843","veiled anglemouth","Cyclothone microdon","IUCN",190133,1,NA,NA,"Offshore",0,2017
"6844","veiled anglemouth","Cyclothone microdon","IUCN",190133,2,NA,NA,"Georges Bank",0,2017
"6845","veiled anglemouth","Cyclothone microdon","IUCN",190133,3,NA,NA,"Gulf of Maine",0,2017
"6846","veiled anglemouth","Cyclothone microdon","IUCN",190133,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6847","veiled anglemouth","Cyclothone microdon","IUCN",190133,5,NA,NA,"Connecticut",0,2017
"6848","veiled anglemouth","Cyclothone microdon","IUCN",190133,6,NA,NA,"Maine",0,2017
"6849","veiled anglemouth","Cyclothone microdon","IUCN",190133,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6850","veiled anglemouth","Cyclothone microdon","IUCN",190133,8,NA,NA,"Massachusetts-Virginian",0,2017
"6851","veiled anglemouth","Cyclothone microdon","IUCN",190133,9,NA,NA,"New Hampshire",0,2017
"6852","veiled anglemouth","Cyclothone microdon","IUCN",190133,10,NA,NA,"New York",0,2017
"6853","veiled anglemouth","Cyclothone microdon","IUCN",190133,11,NA,NA,"Rhode Island",0,2017
"6854","veiled anglemouth","Cyclothone microdon","IUCN",190133,12,NA,NA,NA,0,2017
"6855","veiled anglemouth","Cyclothone microdon","IUCN",190133,13,"LC","IUCN",NA,0,2017
"6856","velvet whalefish","Barbourisia rufa","IUCN",21110276,1,NA,NA,"Offshore",0,2017
"6857","velvet whalefish","Barbourisia rufa","IUCN",21110276,2,NA,NA,"Georges Bank",0,2017
"6858","velvet whalefish","Barbourisia rufa","IUCN",21110276,3,NA,NA,"Gulf of Maine",0,2017
"6859","velvet whalefish","Barbourisia rufa","IUCN",21110276,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6860","velvet whalefish","Barbourisia rufa","IUCN",21110276,5,NA,NA,"Connecticut",0,2017
"6861","velvet whalefish","Barbourisia rufa","IUCN",21110276,6,NA,NA,"Maine",0,2017
"6862","velvet whalefish","Barbourisia rufa","IUCN",21110276,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6863","velvet whalefish","Barbourisia rufa","IUCN",21110276,8,NA,NA,"Massachusetts-Virginian",0,2017
"6864","velvet whalefish","Barbourisia rufa","IUCN",21110276,9,NA,NA,"New Hampshire",0,2017
"6865","velvet whalefish","Barbourisia rufa","IUCN",21110276,10,NA,NA,"New York",0,2017
"6866","velvet whalefish","Barbourisia rufa","IUCN",21110276,11,NA,NA,"Rhode Island",0,2017
"6867","velvet whalefish","Barbourisia rufa","IUCN",21110276,12,NA,NA,NA,0,2017
"6868","velvet whalefish","Barbourisia rufa","IUCN",21110276,13,"LC","IUCN",NA,0,2017
"6869","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,1,NA,NA,"Offshore",0,2017
"6870","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,2,NA,NA,"Georges Bank",0,2017
"6871","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,3,NA,NA,"Gulf of Maine",0,2017
"6872","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6873","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,5,NA,NA,"Connecticut",0,2017
"6874","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,6,NA,NA,"Maine",0,2017
"6875","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6876","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,8,NA,NA,"Massachusetts-Virginian",0,2017
"6877","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,9,NA,NA,"New Hampshire",0,2017
"6878","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,10,NA,NA,"New York",0,2017
"6879","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,11,NA,NA,"Rhode Island",0,2017
"6880","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,12,NA,NA,NA,0,2017
"6881","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,13,"LC","IUCN",NA,0,2017
"6882","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,1,NA,NA,"Offshore",0,2017
"6883","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,2,NA,NA,"Georges Bank",0,2017
"6884","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,3,NA,NA,"Gulf of Maine",0,2017
"6885","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6886","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,5,NA,NA,"Connecticut",0,2017
"6887","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,6,NA,NA,"Maine",0,2017
"6888","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6889","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,8,NA,NA,"Massachusetts-Virginian",0,2017
"6890","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,9,NA,NA,"New Hampshire",0,2017
"6891","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,10,NA,NA,"New York",0,2017
"6892","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,11,NA,NA,"Rhode Island",0,2017
"6893","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,12,NA,NA,NA,0,2017
"6894","warming's lantern fish","Ceratoscopelus warmingii","IUCN",15598596,13,"LC","IUCN",NA,0,2017
"6895","waryfish","Scopelosaurus argenteus","IUCN",13485167,1,NA,NA,"Offshore",0,2017
"6896","waryfish","Scopelosaurus argenteus","IUCN",13485167,2,NA,NA,"Georges Bank",0,2017
"6897","waryfish","Scopelosaurus argenteus","IUCN",13485167,3,NA,NA,"Gulf of Maine",0,2017
"6898","waryfish","Scopelosaurus argenteus","IUCN",13485167,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6899","waryfish","Scopelosaurus argenteus","IUCN",13485167,5,NA,NA,"Connecticut",0,2017
"6900","waryfish","Scopelosaurus argenteus","IUCN",13485167,6,NA,NA,"Maine",0,2017
"6901","waryfish","Scopelosaurus argenteus","IUCN",13485167,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6902","waryfish","Scopelosaurus argenteus","IUCN",13485167,8,NA,NA,"Massachusetts-Virginian",0,2017
"6903","waryfish","Scopelosaurus argenteus","IUCN",13485167,9,NA,NA,"New Hampshire",0,2017
"6904","waryfish","Scopelosaurus argenteus","IUCN",13485167,10,NA,NA,"New York",0,2017
"6905","waryfish","Scopelosaurus argenteus","IUCN",13485167,11,NA,NA,"Rhode Island",0,2017
"6906","waryfish","Scopelosaurus argenteus","IUCN",13485167,12,NA,NA,NA,0,2017
"6907","waryfish","Scopelosaurus argenteus","IUCN",13485167,13,"LC","IUCN",NA,0,2017
"6908","weakfish","Cynoscion regalis","dataportal",NA,1,NA,NA,"Offshore",NA,2017
"6909","weakfish","Cynoscion regalis","dataportal",NA,2,NA,NA,"Georges Bank",NA,2017
"6910","weakfish","Cynoscion regalis","dataportal",NA,3,NA,NA,"Gulf of Maine",NA,2017
"6911","weakfish","Cynoscion regalis","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"6912","weakfish","Cynoscion regalis","dataportal",NA,5,"SNRB","CT","Connecticut",NA,2017
"6913","weakfish","Cynoscion regalis","dataportal",NA,6,NA,NA,"Maine",NA,2017
"6914","weakfish","Cynoscion regalis","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"6915","weakfish","Cynoscion regalis","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",NA,2017
"6916","weakfish","Cynoscion regalis","dataportal",NA,9,NA,NA,"New Hampshire",NA,2017
"6917","weakfish","Cynoscion regalis","dataportal",NA,10,"NNR","NY","New York",NA,2017
"6918","weakfish","Cynoscion regalis","dataportal",NA,11,"NNR","RI","Rhode Island",NA,2017
"6919","weakfish","Cynoscion regalis","dataportal",NA,12,"NNR","USA",NA,NA,2017
"6920","weakfish","Cynoscion regalis","dataportal",NA,13,NA,"IUCN",NA,NA,2017
"6921","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,1,NA,NA,"Offshore",0,2017
"6922","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,2,NA,NA,"Georges Bank",0,2017
"6923","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,3,NA,NA,"Gulf of Maine",0,2017
"6924","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6925","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,5,NA,NA,"Connecticut",0,2017
"6926","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,6,NA,NA,"Maine",0,2017
"6927","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6928","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,8,NA,NA,"Massachusetts-Virginian",0,2017
"6929","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,9,NA,NA,"New Hampshire",0,2017
"6930","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,10,NA,NA,"New York",0,2017
"6931","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,11,NA,NA,"Rhode Island",0,2017
"6932","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,12,NA,NA,NA,0,2017
"6933","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,13,"LC","IUCN",NA,0,2017
"6934","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,1,NA,NA,"Offshore",0,2017
"6935","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,2,NA,NA,"Georges Bank",0,2017
"6936","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,3,NA,NA,"Gulf of Maine",0,2017
"6937","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6938","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,5,NA,NA,"Connecticut",0,2017
"6939","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,6,NA,NA,"Maine",0,2017
"6940","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6941","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,8,NA,NA,"Massachusetts-Virginian",0,2017
"6942","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,9,NA,NA,"New Hampshire",0,2017
"6943","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,10,NA,NA,"New York",0,2017
"6944","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,11,NA,NA,"Rhode Island",0,2017
"6945","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,12,NA,NA,NA,0,2017
"6946","western softhead grenadier","Malacocephalus occidentalis","IUCN",155265,13,"LC","IUCN",NA,0,2017
"6947","whale shark","Rhincodon typus","IUCN",19488,1,NA,NA,"Offshore",0.4,2017
"6948","whale shark","Rhincodon typus","IUCN",19488,2,NA,NA,"Georges Bank",0.4,2017
"6949","whale shark","Rhincodon typus","IUCN",19488,3,NA,NA,"Gulf of Maine",0.4,2017
"6950","whale shark","Rhincodon typus","IUCN",19488,4,NA,NA,"Mid-Atlantic Bight",0.4,2017
"6951","whale shark","Rhincodon typus","IUCN",19488,5,NA,NA,"Connecticut",0.4,2017
"6952","whale shark","Rhincodon typus","IUCN",19488,6,NA,NA,"Maine",0.4,2017
"6953","whale shark","Rhincodon typus","IUCN",19488,7,NA,NA,"Massachusetts-Gulf of Maine",0.4,2017
"6954","whale shark","Rhincodon typus","IUCN",19488,8,NA,NA,"Massachusetts-Virginian",0.4,2017
"6955","whale shark","Rhincodon typus","IUCN",19488,9,NA,NA,"New Hampshire",0.4,2017
"6956","whale shark","Rhincodon typus","IUCN",19488,10,NA,NA,"New York",0.4,2017
"6957","whale shark","Rhincodon typus","IUCN",19488,11,NA,NA,"Rhode Island",0.4,2017
"6958","whale shark","Rhincodon typus","IUCN",19488,12,"NNR","USA",NA,0.4,2017
"6959","whale shark","Rhincodon typus","IUCN",19488,13,"VU - Vulnerable","IUCN",NA,0.4,2017
"6960","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,1,NA,NA,"Offshore",0,2017
"6961","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,2,NA,NA,"Georges Bank",0,2017
"6962","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,3,NA,NA,"Gulf of Maine",0,2017
"6963","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6964","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,5,NA,NA,"Connecticut",0,2017
"6965","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,6,NA,NA,"Maine",0,2017
"6966","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6967","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,8,NA,NA,"Massachusetts-Virginian",0,2017
"6968","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,9,NA,NA,"New Hampshire",0,2017
"6969","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,10,NA,NA,"New York",0,2017
"6970","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,11,NA,NA,"Rhode Island",0,2017
"6971","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,12,NA,NA,NA,0,2017
"6972","whalehead dreamer","Lophodolos acanthognathus","IUCN",190157,13,"LC","IUCN",NA,0,2017
"6973","whalesucker","Remora australis","IUCN",198650,1,NA,NA,"Offshore",0,2017
"6974","whalesucker","Remora australis","IUCN",198650,2,NA,NA,"Georges Bank",0,2017
"6975","whalesucker","Remora australis","IUCN",198650,3,NA,NA,"Gulf of Maine",0,2017
"6976","whalesucker","Remora australis","IUCN",198650,4,NA,NA,"Mid-Atlantic Bight",0,2017
"6977","whalesucker","Remora australis","IUCN",198650,5,NA,NA,"Connecticut",0,2017
"6978","whalesucker","Remora australis","IUCN",198650,6,NA,NA,"Maine",0,2017
"6979","whalesucker","Remora australis","IUCN",198650,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"6980","whalesucker","Remora australis","IUCN",198650,8,NA,NA,"Massachusetts-Virginian",0,2017
"6981","whalesucker","Remora australis","IUCN",198650,9,NA,NA,"New Hampshire",0,2017
"6982","whalesucker","Remora australis","IUCN",198650,10,NA,NA,"New York",0,2017
"6983","whalesucker","Remora australis","IUCN",198650,11,NA,NA,"Rhode Island",0,2017
"6984","whalesucker","Remora australis","IUCN",198650,12,NA,NA,NA,0,2017
"6985","whalesucker","Remora australis","IUCN",198650,13,"LC","IUCN",NA,0,2017
"6986","white hake","Urophycis tenuis","dataportal",NA,1,NA,NA,"Offshore",NA,2017
"6987","white hake","Urophycis tenuis","dataportal",NA,2,NA,NA,"Georges Bank",NA,2017
"6988","white hake","Urophycis tenuis","dataportal",NA,3,NA,NA,"Gulf of Maine",NA,2017
"6989","white hake","Urophycis tenuis","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"6990","white hake","Urophycis tenuis","dataportal",NA,5,NA,NA,"Connecticut",NA,2017
"6991","white hake","Urophycis tenuis","dataportal",NA,6,NA,NA,"Maine",NA,2017
"6992","white hake","Urophycis tenuis","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"6993","white hake","Urophycis tenuis","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",NA,2017
"6994","white hake","Urophycis tenuis","dataportal",NA,9,NA,NA,"New Hampshire",NA,2017
"6995","white hake","Urophycis tenuis","dataportal",NA,10,NA,NA,"New York",NA,2017
"6996","white hake","Urophycis tenuis","dataportal",NA,11,"NNR","RI","Rhode Island",NA,2017
"6997","white hake","Urophycis tenuis","dataportal",NA,12,"NNR","USA",NA,NA,2017
"6998","white hake","Urophycis tenuis","dataportal",NA,13,NA,"IUCN",NA,NA,2017
"6999","white mullet","Mugil curema","IUCN",190168,1,NA,NA,"Offshore",0,2017
"7000","white mullet","Mugil curema","IUCN",190168,2,NA,NA,"Georges Bank",0,2017
"7001","white mullet","Mugil curema","IUCN",190168,3,NA,NA,"Gulf of Maine",0,2017
"7002","white mullet","Mugil curema","IUCN",190168,4,NA,NA,"Mid-Atlantic Bight",0,2017
"7003","white mullet","Mugil curema","IUCN",190168,5,NA,NA,"Connecticut",0,2017
"7004","white mullet","Mugil curema","IUCN",190168,6,NA,NA,"Maine",0,2017
"7005","white mullet","Mugil curema","IUCN",190168,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"7006","white mullet","Mugil curema","IUCN",190168,8,NA,NA,"Massachusetts-Virginian",0,2017
"7007","white mullet","Mugil curema","IUCN",190168,9,NA,NA,"New Hampshire",0,2017
"7008","white mullet","Mugil curema","IUCN",190168,10,"N5","NY","New York",0,2017
"7009","white mullet","Mugil curema","IUCN",190168,11,"N5","RI","Rhode Island",0,2017
"7010","white mullet","Mugil curema","IUCN",190168,12,"N5","USA",NA,0,2017
"7011","white mullet","Mugil curema","IUCN",190168,13,"LC","IUCN",NA,0,2017
"7012","white suckerfish","Remora albescens","IUCN",155075,1,NA,NA,"Offshore",0,2017
"7013","white suckerfish","Remora albescens","IUCN",155075,2,NA,NA,"Georges Bank",0,2017
"7014","white suckerfish","Remora albescens","IUCN",155075,3,NA,NA,"Gulf of Maine",0,2017
"7015","white suckerfish","Remora albescens","IUCN",155075,4,NA,NA,"Mid-Atlantic Bight",0,2017
"7016","white suckerfish","Remora albescens","IUCN",155075,5,NA,NA,"Connecticut",0,2017
"7017","white suckerfish","Remora albescens","IUCN",155075,6,NA,NA,"Maine",0,2017
"7018","white suckerfish","Remora albescens","IUCN",155075,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"7019","white suckerfish","Remora albescens","IUCN",155075,8,NA,NA,"Massachusetts-Virginian",0,2017
"7020","white suckerfish","Remora albescens","IUCN",155075,9,NA,NA,"New Hampshire",0,2017
"7021","white suckerfish","Remora albescens","IUCN",155075,10,NA,NA,"New York",0,2017
"7022","white suckerfish","Remora albescens","IUCN",155075,11,NA,NA,"Rhode Island",0,2017
"7023","white suckerfish","Remora albescens","IUCN",155075,12,NA,NA,NA,0,2017
"7024","white suckerfish","Remora albescens","IUCN",155075,13,"LC","IUCN",NA,0,2017
"7025","white winged scoter","Melanitta fusca","dataportal",NA,1,NA,NA,"Offshore",0,2017
"7026","white winged scoter","Melanitta fusca","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"7027","white winged scoter","Melanitta fusca","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"7028","white winged scoter","Melanitta fusca","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"7029","white winged scoter","Melanitta fusca","dataportal",NA,5,"N5B,N5N","CT","Connecticut",0,2017
"7030","white winged scoter","Melanitta fusca","dataportal",NA,6,"S4S5N","ME","Maine",0.1,2017
"7031","white winged scoter","Melanitta fusca","dataportal",NA,7,"S5N","MA","Massachusetts-Gulf of Maine",0,2017
"7032","white winged scoter","Melanitta fusca","dataportal",NA,8,"S5N","MA","Massachusetts-Virginian",0,2017
"7033","white winged scoter","Melanitta fusca","dataportal",NA,9,"N5B,N5N","NH","New Hampshire",0,2017
"7034","white winged scoter","Melanitta fusca","dataportal",NA,10,"N5B,N5N","NY","New York",0,2017
"7035","white winged scoter","Melanitta fusca","dataportal",NA,11,"N5B,N5N","RI","Rhode Island",0,2017
"7036","white winged scoter","Melanitta fusca","dataportal",NA,12,"N5B,N5N","USA",NA,0,2017
"7037","white winged scoter","Melanitta fusca","dataportal",NA,13,NA,"IUCN",NA,0,2017
"7038","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,1,NA,NA,"Offshore",0,2017
"7039","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,2,NA,NA,"Georges Bank",0,2017
"7040","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,3,NA,NA,"Gulf of Maine",0,2017
"7041","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,4,NA,NA,"Mid-Atlantic Bight",0,2017
"7042","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,5,NA,NA,"Connecticut",0,2017
"7043","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,6,NA,NA,"Maine",0,2017
"7044","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"7045","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,8,NA,NA,"Massachusetts-Virginian",0,2017
"7046","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,9,NA,NA,"New Hampshire",0,2017
"7047","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,10,NA,NA,"New York",0,2017
"7048","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,11,NA,NA,"Rhode Island",0,2017
"7049","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,12,NA,NA,NA,0,2017
"7050","white-spotted lantern fish","Diaphus rafinesquii","IUCN",154729,13,"LC","IUCN",NA,0,2017
"7051","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,1,NA,NA,"Offshore",NA,2017
"7052","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,2,NA,NA,"Georges Bank",NA,2017
"7053","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,3,NA,NA,"Gulf of Maine",NA,2017
"7054","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"7055","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,5,NA,NA,"Connecticut",NA,2017
"7056","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,6,NA,NA,"Maine",NA,2017
"7057","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"7058","whitefin sharksucker","Echeneis neucratoides","IUCN",16440083,8,NA,NA,"Massachusetts-Virginian",NA,2017
