"","X1","year","rgn_id","rgn_name","pressure_score"
"46",46,2011,8,"Massachusetts-South",0.360095641387756
"47",47,2012,8,"Massachusetts-South",0.331179811524841
"48",48,2013,8,"Massachusetts-South",0.280267496288279
"49",49,2014,8,"Massachusetts-South",0.301178759205541
"50",50,2015,8,"Massachusetts-South",0.294753879930421
"51",51,2016,8,"Massachusetts-South",0.306379627910968
"52",52,2017,8,"Massachusetts-South",0.313379627910968
"53",53,2005,9,"New Hampshire",0.420435692942571
"54",54,2006,9,"New Hampshire",0.40218569294257
"55",55,2007,9,"New Hampshire",0.386435692942571
"56",56,2008,9,"New Hampshire",0.47768569294257
"57",57,2009,9,"New Hampshire",0.38468569294257
"58",58,2010,9,"New Hampshire",0.416390958998235
"59",59,2011,9,"New Hampshire",0.385203809090712
"60",60,2012,9,"New Hampshire",0.367912246895171
"61",61,2013,9,"New Hampshire",0.339749412723375
"62",62,2014,9,"New Hampshire",0.410350849766626
"63",63,2015,9,"New Hampshire",0.360347322904865
"64",64,2016,9,"New Hampshire",0.369380474248274
"65",65,2017,9,"New Hampshire",0.307380474248275
"66",66,2005,10,"New York",0.374026511704766
"67",67,2006,10,"New York",0.436026511704766
"68",68,2007,10,"New York",0.407776511704766
"69",69,2008,10,"New York",0.456276511704766
"70",70,2009,10,"New York",0.365276511704766
"71",71,2010,10,"New York",0.354169132729297
"72",72,2011,10,"New York",0.359783012659305
"73",73,2012,10,"New York",0.373675877609317
"74",74,2013,10,"New York",0.352496290869632
"75",75,2014,10,"New York",0.413313681479874
"76",76,2015,10,"New York",0.383687359078005
"77",77,2016,10,"New York",0.386384701835628
"78",78,2017,10,"New York",0.394384701835628
"79",79,2005,11,"Rhode Island",0.364742845369111
"80",80,2006,11,"Rhode Island",0.381492845369111
"81",81,2007,11,"Rhode Island",0.35674284536911
"82",82,2008,11,"Rhode Island",0.354492845369111
"83",83,2009,11,"Rhode Island",0.35199284536911
"84",84,2010,11,"Rhode Island",0.325498271176548
"85",85,2011,11,"Rhode Island",0.323871367858321
"86",86,2012,11,"Rhode Island",0.328670885601141
"87",87,2013,11,"Rhode Island",0.344444825071469
"88",88,2014,11,"Rhode Island",0.377492134405007
"89",89,2015,11,"Rhode Island",0.333622828839429
"90",90,2016,11,"Rhode Island",0.374025711996012
"91",91,2017,11,"Rhode Island",0.377525711996012
"92",92,2005,3,"Gulf of Maine",NA
"93",93,2006,3,"Gulf of Maine",NA
"94",94,2007,3,"Gulf of Maine",NA
"95",95,2008,3,"Gulf of Maine",NA
"96",96,2009,3,"Gulf of Maine",NA
"97",97,2010,3,"Gulf of Maine",NA
"98",98,2011,3,"Gulf of Maine",NA
"99",99,2012,3,"Gulf of Maine",NA
"100",100,2013,3,"Gulf of Maine",NA
"101",101,2014,3,"Gulf of Maine",NA
"102",102,2015,3,"Gulf of Maine",NA
"103",103,2016,3,"Gulf of Maine",NA
"104",104,2017,3,"Gulf of Maine",NA
"105",105,2005,2,"Georges Bank",NA
"106",106,2006,2,"Georges Bank",NA
"107",107,2007,2,"Georges Bank",NA
"108",108,2008,2,"Georges Bank",NA
"109",109,2009,2,"Georges Bank",NA
"110",110,2010,2,"Georges Bank",NA
"111",111,2011,2,"Georges Bank",NA
"112",112,2012,2,"Georges Bank",NA
"113",113,2013,2,"Georges Bank",NA
"114",114,2014,2,"Georges Bank",NA
"115",115,2015,2,"Georges Bank",NA
"116",116,2016,2,"Georges Bank",NA
"117",117,2017,2,"Georges Bank",NA
"118",118,2005,4,"Mid-Atlantic Bight",NA
"119",119,2006,4,"Mid-Atlantic Bight",NA
"120",120,2007,4,"Mid-Atlantic Bight",NA
"121",121,2008,4,"Mid-Atlantic Bight",NA
"122",122,2009,4,"Mid-Atlantic Bight",NA
"123",123,2010,4,"Mid-Atlantic Bight",NA
"124",124,2011,4,"Mid-Atlantic Bight",NA
"125",125,2012,4,"Mid-Atlantic Bight",NA
"126",126,2013,4,"Mid-Atlantic Bight",NA
"127",127,2014,4,"Mid-Atlantic Bight",NA
"128",128,2015,4,"Mid-Atlantic Bight",NA
"129",129,2016,4,"Mid-Atlantic Bight",NA
"130",130,2017,4,"Mid-Atlantic Bight",NA
"131",131,2005,1,"Offshore",NA
"132",132,2006,1,"Offshore",NA
"133",133,2007,1,"Offshore",NA
"134",134,2008,1,"Offshore",NA
"135",135,2009,1,"Offshore",NA
"136",136,2010,1,"Offshore",NA
"137",137,2011,1,"Offshore",NA
"138",138,2012,1,"Offshore",NA
"139",139,2013,1,"Offshore",NA
"140",140,2014,1,"Offshore",NA
"141",141,2015,1,"Offshore",NA
"142",142,2016,1,"Offshore",NA
"143",143,2017,1,"Offshore",NA
