"","rgn_id","common","sciname","year"
"4159",5,"red knot","calidris canutus",2017
"4160",6,"red knot","calidris canutus",2017
"4161",7,"red knot","calidris canutus",2017
"4162",8,"red knot","calidris canutus",2017
"4163",9,"red knot","calidris canutus",2017
"4164",10,"red knot","calidris canutus",2017
"4165",11,"red knot","calidris canutus",2017
"4166",4,"sanderling","calidris alba",2017
"4167",5,"sanderling","calidris alba",2017
"4168",6,"sanderling","calidris alba",2017
"4169",7,"sanderling","calidris alba",2017
"4170",8,"sanderling","calidris alba",2017
"4171",9,"sanderling","calidris alba",2017
"4172",10,"sanderling","calidris alba",2017
"4173",11,"sanderling","calidris alba",2017
"4174",4,"semipalmated sandpiper","calidris pusilla",2017
"4175",5,"semipalmated sandpiper","calidris pusilla",2017
"4176",6,"semipalmated sandpiper","calidris pusilla",2017
"4177",7,"semipalmated sandpiper","calidris pusilla",2017
"4178",8,"semipalmated sandpiper","calidris pusilla",2017
"4179",9,"semipalmated sandpiper","calidris pusilla",2017
"4180",10,"semipalmated sandpiper","calidris pusilla",2017
"4181",11,"semipalmated sandpiper","calidris pusilla",2017
"4182",6,"red-necked stint","calidris ruficollis",2017
"4183",7,"red-necked stint","calidris ruficollis",2017
"4184",9,"red-necked stint","calidris ruficollis",2017
"4185",4,"least sandpiper","calidris minutilla",2017
"4186",5,"least sandpiper","calidris minutilla",2017
"4187",6,"least sandpiper","calidris minutilla",2017
"4188",7,"least sandpiper","calidris minutilla",2017
"4189",8,"least sandpiper","calidris minutilla",2017
"4190",9,"least sandpiper","calidris minutilla",2017
"4191",10,"least sandpiper","calidris minutilla",2017
"4192",11,"least sandpiper","calidris minutilla",2017
"4193",4,"white-rumped sandpiper","calidris fuscicollis",2017
"4194",5,"white-rumped sandpiper","calidris fuscicollis",2017
"4195",6,"white-rumped sandpiper","calidris fuscicollis",2017
"4196",7,"white-rumped sandpiper","calidris fuscicollis",2017
"4197",8,"white-rumped sandpiper","calidris fuscicollis",2017
"4198",9,"white-rumped sandpiper","calidris fuscicollis",2017
"4199",10,"white-rumped sandpiper","calidris fuscicollis",2017
"4200",11,"white-rumped sandpiper","calidris fuscicollis",2017
"4201",4,"pectoral sandpiper","calidris melanotos",2017
"4202",5,"pectoral sandpiper","calidris melanotos",2017
"4203",6,"pectoral sandpiper","calidris melanotos",2017
"4204",7,"pectoral sandpiper","calidris melanotos",2017
"4205",8,"pectoral sandpiper","calidris melanotos",2017
"4206",9,"pectoral sandpiper","calidris melanotos",2017
"4207",10,"pectoral sandpiper","calidris melanotos",2017
"4208",11,"pectoral sandpiper","calidris melanotos",2017
"4209",4,"purple sandpiper","calidris maritima",2017
"4210",5,"purple sandpiper","calidris maritima",2017
"4211",6,"purple sandpiper","calidris maritima",2017
"4212",7,"purple sandpiper","calidris maritima",2017
"4213",8,"purple sandpiper","calidris maritima",2017
"4214",9,"purple sandpiper","calidris maritima",2017
"4215",10,"purple sandpiper","calidris maritima",2017
"4216",11,"purple sandpiper","calidris maritima",2017
"4217",4,"dunlin","calidris alpina",2017
"4218",5,"dunlin","calidris alpina",2017
"4219",6,"dunlin","calidris alpina",2017
"4220",7,"dunlin","calidris alpina",2017
"4221",8,"dunlin","calidris alpina",2017
"4222",9,"dunlin","calidris alpina",2017
"4223",10,"dunlin","calidris alpina",2017
"4224",11,"dunlin","calidris alpina",2017
"4225",4,"american golden plover","pluvialis dominica",2017
"4226",5,"american golden plover","pluvialis dominica",2017
"4227",6,"american golden plover","pluvialis dominica",2017
"4228",7,"american golden plover","pluvialis dominica",2017
"4229",8,"american golden plover","pluvialis dominica",2017
"4230",9,"american golden plover","pluvialis dominica",2017
"4231",10,"american golden plover","pluvialis dominica",2017
"4232",11,"american golden plover","pluvialis dominica",2017
"4233",4,"grey plover","pluvialis squatarola",2017
"4234",5,"grey plover","pluvialis squatarola",2017
"4235",6,"grey plover","pluvialis squatarola",2017
"4236",7,"grey plover","pluvialis squatarola",2017
"4237",8,"grey plover","pluvialis squatarola",2017
"4238",9,"grey plover","pluvialis squatarola",2017
"4239",10,"grey plover","pluvialis squatarola",2017
"4240",11,"grey plover","pluvialis squatarola",2017
"4241",4,"semipalmated plover","charadrius semipalmatus",2017
"4242",5,"semipalmated plover","charadrius semipalmatus",2017
"4243",6,"semipalmated plover","charadrius semipalmatus",2017
"4244",7,"semipalmated plover","charadrius semipalmatus",2017
"4245",8,"semipalmated plover","charadrius semipalmatus",2017
"4246",9,"semipalmated plover","charadrius semipalmatus",2017
"4247",10,"semipalmated plover","charadrius semipalmatus",2017
"4248",11,"semipalmated plover","charadrius semipalmatus",2017
"4249",4,"killdeer","charadrius vociferus",2017
"4250",5,"killdeer","charadrius vociferus",2017
"4251",6,"killdeer","charadrius vociferus",2017
"4252",7,"killdeer","charadrius vociferus",2017
"4253",8,"killdeer","charadrius vociferus",2017
"4254",9,"killdeer","charadrius vociferus",2017
"4255",10,"killdeer","charadrius vociferus",2017
"4256",11,"killdeer","charadrius vociferus",2017
"4257",1,"great skua","catharacta skua",2017
"4258",2,"great skua","catharacta skua",2017
"4259",3,"great skua","catharacta skua",2017
"4260",6,"great skua","catharacta skua",2017
"4261",7,"great skua","catharacta skua",2017
"4262",9,"great skua","catharacta skua",2017
"4263",10,"great skua","catharacta skua",2017
"4264",2,"glaucous gull","larus hyperboreus",2017
"4265",3,"glaucous gull","larus hyperboreus",2017
"4266",4,"glaucous gull","larus hyperboreus",2017
"4267",5,"glaucous gull","larus hyperboreus",2017
"4268",6,"glaucous gull","larus hyperboreus",2017
"4269",7,"glaucous gull","larus hyperboreus",2017
"4270",8,"glaucous gull","larus hyperboreus",2017
"4271",9,"glaucous gull","larus hyperboreus",2017
"4272",10,"glaucous gull","larus hyperboreus",2017
"4273",11,"glaucous gull","larus hyperboreus",2017
"4274",2,"iceland gull","larus glaucoides",2017
"4275",3,"iceland gull","larus glaucoides",2017
"4276",4,"iceland gull","larus glaucoides",2017
"4277",5,"iceland gull","larus glaucoides",2017
"4278",6,"iceland gull","larus glaucoides",2017
"4279",7,"iceland gull","larus glaucoides",2017
"4280",8,"iceland gull","larus glaucoides",2017
"4281",9,"iceland gull","larus glaucoides",2017
"4282",10,"iceland gull","larus glaucoides",2017
"4283",11,"iceland gull","larus glaucoides",2017
"4284",2,"lesser black-backed gull","larus fuscus",2017
"4285",3,"lesser black-backed gull","larus fuscus",2017
"4286",4,"lesser black-backed gull","larus fuscus",2017
"4287",5,"lesser black-backed gull","larus fuscus",2017
"4288",7,"lesser black-backed gull","larus fuscus",2017
"4289",8,"lesser black-backed gull","larus fuscus",2017
"4290",10,"lesser black-backed gull","larus fuscus",2017
"4291",11,"lesser black-backed gull","larus fuscus",2017
"4292",1,"black-headed gull","larus ridibundus",2017
"4293",2,"black-headed gull","larus ridibundus",2017
"4294",3,"black-headed gull","larus ridibundus",2017
"4295",4,"black-headed gull","larus ridibundus",2017
"4296",6,"black-headed gull","larus ridibundus",2017
"4297",7,"black-headed gull","larus ridibundus",2017
"4298",8,"black-headed gull","larus ridibundus",2017
"4299",9,"black-headed gull","larus ridibundus",2017
"4300",2,"bonaparte's gull","larus philadelphia",2017
"4301",3,"bonaparte's gull","larus philadelphia",2017
"4302",4,"bonaparte's gull","larus philadelphia",2017
"4303",5,"bonaparte's gull","larus philadelphia",2017
"4304",6,"bonaparte's gull","larus philadelphia",2017
"4305",7,"bonaparte's gull","larus philadelphia",2017
"4306",8,"bonaparte's gull","larus philadelphia",2017
"4307",9,"bonaparte's gull","larus philadelphia",2017
"4308",10,"bonaparte's gull","larus philadelphia",2017
"4309",11,"bonaparte's gull","larus philadelphia",2017
"4310",2,"laughing gull","larus atricilla",2017
"4311",3,"laughing gull","larus atricilla",2017
"4312",4,"laughing gull","larus atricilla",2017
"4313",5,"laughing gull","larus atricilla",2017
"4314",6,"laughing gull","larus atricilla",2017
"4315",7,"laughing gull","larus atricilla",2017
"4316",8,"laughing gull","larus atricilla",2017
"4317",9,"laughing gull","larus atricilla",2017
"4318",10,"laughing gull","larus atricilla",2017
"4319",11,"laughing gull","larus atricilla",2017
"4320",4,"little gull","hydrocoloeus minutus",2017
"4321",5,"little gull","hydrocoloeus minutus",2017
"4322",6,"little gull","hydrocoloeus minutus",2017
"4323",7,"little gull","hydrocoloeus minutus",2017
"4324",8,"little gull","hydrocoloeus minutus",2017
"4325",9,"little gull","hydrocoloeus minutus",2017
"4326",10,"little gull","hydrocoloeus minutus",2017
"4327",11,"little gull","hydrocoloeus minutus",2017
"4328",1,"sabine's gull","xema sabini",2017
"4329",2,"sabine's gull","xema sabini",2017
"4330",3,"sabine's gull","xema sabini",2017
"4331",4,"sabine's gull","xema sabini",2017
"4332",5,"sabine's gull","xema sabini",2017
"4333",6,"sabine's gull","xema sabini",2017
"4334",7,"sabine's gull","xema sabini",2017
"4335",8,"sabine's gull","xema sabini",2017
"4336",9,"sabine's gull","xema sabini",2017
"4337",10,"sabine's gull","xema sabini",2017
"4338",11,"sabine's gull","xema sabini",2017
"4339",4,"caspian tern","hydroprogne caspia",2017
"4340",5,"caspian tern","hydroprogne caspia",2017
"4341",7,"caspian tern","hydroprogne caspia",2017
"4342",8,"caspian tern","hydroprogne caspia",2017
"4343",10,"caspian tern","hydroprogne caspia",2017
"4344",11,"caspian tern","hydroprogne caspia",2017
"4345",7,"sandwich tern","thalasseus sandvicensis",2017
"4346",10,"sandwich tern","thalasseus sandvicensis",2017
"4347",4,"black tern","chlidonias niger",2017
"4348",5,"black tern","chlidonias niger",2017
"4349",6,"black tern","chlidonias niger",2017
"4350",7,"black tern","chlidonias niger",2017
"4351",8,"black tern","chlidonias niger",2017
"4352",9,"black tern","chlidonias niger",2017
"4353",10,"black tern","chlidonias niger",2017
"4354",11,"black tern","chlidonias niger",2017
"4355",1,"great auk","pinguinus impennis",2017
"4356",2,"great auk","pinguinus impennis",2017
"4357",3,"great auk","pinguinus impennis",2017
"4358",4,"great auk","pinguinus impennis",2017
"4359",5,"great auk","pinguinus impennis",2017
"4360",6,"great auk","pinguinus impennis",2017
"4361",7,"great auk","pinguinus impennis",2017
"4362",8,"great auk","pinguinus impennis",2017
"4363",9,"great auk","pinguinus impennis",2017
"4364",10,"great auk","pinguinus impennis",2017
"4365",11,"great auk","pinguinus impennis",2017
"4366",4,"osprey","pandion haliaetus",2017
"4367",5,"osprey","pandion haliaetus",2017
"4368",6,"osprey","pandion haliaetus",2017
"4369",7,"osprey","pandion haliaetus",2017
"4370",8,"osprey","pandion haliaetus",2017
"4371",9,"osprey","pandion haliaetus",2017
"4372",10,"osprey","pandion haliaetus",2017
"4373",11,"osprey","pandion haliaetus",2017
"4374",4,"bald eagle","haliaeetus leucocephalus",2017
"4375",5,"bald eagle","haliaeetus leucocephalus",2017
"4376",6,"bald eagle","haliaeetus leucocephalus",2017
"4377",7,"bald eagle","haliaeetus leucocephalus",2017
"4378",8,"bald eagle","haliaeetus leucocephalus",2017
"4379",9,"bald eagle","haliaeetus leucocephalus",2017
"4380",10,"bald eagle","haliaeetus leucocephalus",2017
"4381",11,"bald eagle","haliaeetus leucocephalus",2017
"4382",4,"merlin","falco columbarius",2017
"4383",5,"merlin","falco columbarius",2017
"4384",6,"merlin","falco columbarius",2017
"4385",7,"merlin","falco columbarius",2017
"4386",8,"merlin","falco columbarius",2017
"4387",9,"merlin","falco columbarius",2017
"4388",10,"merlin","falco columbarius",2017
"4389",11,"merlin","falco columbarius",2017
"4390",1,"red-necked grebe","podiceps grisegena",2017
"4391",2,"red-necked grebe","podiceps grisegena",2017
"4392",3,"red-necked grebe","podiceps grisegena",2017
"4393",4,"red-necked grebe","podiceps grisegena",2017
"4394",5,"red-necked grebe","podiceps grisegena",2017
"4395",6,"red-necked grebe","podiceps grisegena",2017
"4396",7,"red-necked grebe","podiceps grisegena",2017
"4397",8,"red-necked grebe","podiceps grisegena",2017
"4398",9,"red-necked grebe","podiceps grisegena",2017
"4399",10,"red-necked grebe","podiceps grisegena",2017
"4400",11,"red-necked grebe","podiceps grisegena",2017
"4401",1,"white-tailed tropicbird","phaethon lepturus",2017
"4402",2,"white-tailed tropicbird","phaethon lepturus",2017
"4403",4,"white-tailed tropicbird","phaethon lepturus",2017
"4404",4,"great cormorant","phalacrocorax carbo",2017
"4405",5,"great cormorant","phalacrocorax carbo",2017
"4406",6,"great cormorant","phalacrocorax carbo",2017
"4407",7,"great cormorant","phalacrocorax carbo",2017
"4408",8,"great cormorant","phalacrocorax carbo",2017
"4409",9,"great cormorant","phalacrocorax carbo",2017
"4410",10,"great cormorant","phalacrocorax carbo",2017
"4411",11,"great cormorant","phalacrocorax carbo",2017
"4412",4,"tricolored heron","egretta tricolor",2017
"4413",5,"tricolored heron","egretta tricolor",2017
"4414",7,"tricolored heron","egretta tricolor",2017
"4415",8,"tricolored heron","egretta tricolor",2017
"4416",10,"tricolored heron","egretta tricolor",2017
"4417",11,"tricolored heron","egretta tricolor",2017
"4418",4,"little blue heron","egretta caerulea",2017
"4419",5,"little blue heron","egretta caerulea",2017
"4420",7,"little blue heron","egretta caerulea",2017
"4421",8,"little blue heron","egretta caerulea",2017
"4422",10,"little blue heron","egretta caerulea",2017
"4423",11,"little blue heron","egretta caerulea",2017
"4424",5,"snowy egret","egretta thula",2017
"4425",6,"snowy egret","egretta thula",2017
"4426",7,"snowy egret","egretta thula",2017
"4427",8,"snowy egret","egretta thula",2017
"4428",9,"snowy egret","egretta thula",2017
"4429",10,"snowy egret","egretta thula",2017
"4430",11,"snowy egret","egretta thula",2017
"4431",4,"great blue heron","ardea herodias",2017
"4432",5,"great blue heron","ardea herodias",2017
"4433",6,"great blue heron","ardea herodias",2017
"4434",7,"great blue heron","ardea herodias",2017
"4435",8,"great blue heron","ardea herodias",2017
"4436",9,"great blue heron","ardea herodias",2017
"4437",10,"great blue heron","ardea herodias",2017
"4438",11,"great blue heron","ardea herodias",2017
"4439",4,"great white egret","ardea alba",2017
"4440",5,"great white egret","ardea alba",2017
"4441",6,"great white egret","ardea alba",2017
"4442",7,"great white egret","ardea alba",2017
"4443",8,"great white egret","ardea alba",2017
"4444",9,"great white egret","ardea alba",2017
"4445",10,"great white egret","ardea alba",2017
"4446",11,"great white egret","ardea alba",2017
"4447",4,"yellow-crowned night-heron","nyctanassa violacea",2017
"4448",5,"yellow-crowned night-heron","nyctanassa violacea",2017
"4449",6,"yellow-crowned night-heron","nyctanassa violacea",2017
"4450",7,"yellow-crowned night-heron","nyctanassa violacea",2017
"4451",8,"yellow-crowned night-heron","nyctanassa violacea",2017
"4452",9,"yellow-crowned night-heron","nyctanassa violacea",2017
"4453",10,"yellow-crowned night-heron","nyctanassa violacea",2017
"4454",11,"yellow-crowned night-heron","nyctanassa violacea",2017
"4455",4,"black-crowned night-heron","nycticorax nycticorax",2017
"4456",5,"black-crowned night-heron","nycticorax nycticorax",2017
"4457",6,"black-crowned night-heron","nycticorax nycticorax",2017
"4458",7,"black-crowned night-heron","nycticorax nycticorax",2017
"4459",8,"black-crowned night-heron","nycticorax nycticorax",2017
"4460",9,"black-crowned night-heron","nycticorax nycticorax",2017
"4461",10,"black-crowned night-heron","nycticorax nycticorax",2017
"4462",11,"black-crowned night-heron","nycticorax nycticorax",2017
"4463",4,"least bittern","ixobrychus exilis",2017
"4464",5,"least bittern","ixobrychus exilis",2017
"4465",6,"least bittern","ixobrychus exilis",2017
"4466",7,"least bittern","ixobrychus exilis",2017
"4467",8,"least bittern","ixobrychus exilis",2017
"4468",9,"least bittern","ixobrychus exilis",2017
"4469",10,"least bittern","ixobrychus exilis",2017
"4470",11,"least bittern","ixobrychus exilis",2017
"4471",6,"wood stork","mycteria americana",2017
"4472",7,"wood stork","mycteria americana",2017
"4473",10,"wood stork","mycteria americana",2017
"4474",1,"bermuda petrel","pterodroma cahow",2017
"4475",2,"bermuda petrel","pterodroma cahow",2017
"4476",3,"bermuda petrel","pterodroma cahow",2017
"4477",4,"bermuda petrel","pterodroma cahow",2017
"4478",5,"bermuda petrel","pterodroma cahow",2017
"4479",6,"bermuda petrel","pterodroma cahow",2017
"4480",7,"bermuda petrel","pterodroma cahow",2017
"4481",8,"bermuda petrel","pterodroma cahow",2017
"4482",9,"bermuda petrel","pterodroma cahow",2017
"4483",10,"bermuda petrel","pterodroma cahow",2017
"4484",11,"bermuda petrel","pterodroma cahow",2017
"4485",1,"leach's storm-petrel","hydrobates leucorhous",2017
"4486",2,"leach's storm-petrel","hydrobates leucorhous",2017
"4487",3,"leach's storm-petrel","hydrobates leucorhous",2017
"4488",4,"leach's storm-petrel","hydrobates leucorhous",2017
"4489",5,"leach's storm-petrel","hydrobates leucorhous",2017
"4490",6,"leach's storm-petrel","hydrobates leucorhous",2017
"4491",7,"leach's storm-petrel","hydrobates leucorhous",2017
"4492",8,"leach's storm-petrel","hydrobates leucorhous",2017
"4493",9,"leach's storm-petrel","hydrobates leucorhous",2017
"4494",10,"leach's storm-petrel","hydrobates leucorhous",2017
"4495",11,"leach's storm-petrel","hydrobates leucorhous",2017
"4496",4,"common starling","sturnus vulgaris",2017
"4497",5,"common starling","sturnus vulgaris",2017
"4498",6,"common starling","sturnus vulgaris",2017
"4499",7,"common starling","sturnus vulgaris",2017
"4500",8,"common starling","sturnus vulgaris",2017
"4501",9,"common starling","sturnus vulgaris",2017
"4502",10,"common starling","sturnus vulgaris",2017
"4503",11,"common starling","sturnus vulgaris",2017
"4504",4,"marsh wren","cistothorus palustris",2017
"4505",5,"marsh wren","cistothorus palustris",2017
"4506",6,"marsh wren","cistothorus palustris",2017
"4507",7,"marsh wren","cistothorus palustris",2017
"4508",8,"marsh wren","cistothorus palustris",2017
"4509",9,"marsh wren","cistothorus palustris",2017
"4510",10,"marsh wren","cistothorus palustris",2017
"4511",11,"marsh wren","cistothorus palustris",2017
"4512",4,"horned lark","eremophila alpestris",2017
"4513",5,"horned lark","eremophila alpestris",2017
"4514",6,"horned lark","eremophila alpestris",2017
"4515",7,"horned lark","eremophila alpestris",2017
"4516",8,"horned lark","eremophila alpestris",2017
"4517",9,"horned lark","eremophila alpestris",2017
"4518",10,"horned lark","eremophila alpestris",2017
"4519",11,"horned lark","eremophila alpestris",2017
"4520",4,"buff-bellied pipit","anthus rubescens",2017
"4521",5,"buff-bellied pipit","anthus rubescens",2017
"4522",6,"buff-bellied pipit","anthus rubescens",2017
"4523",7,"buff-bellied pipit","anthus rubescens",2017
"4524",8,"buff-bellied pipit","anthus rubescens",2017
"4525",9,"buff-bellied pipit","anthus rubescens",2017
"4526",10,"buff-bellied pipit","anthus rubescens",2017
"4527",11,"buff-bellied pipit","anthus rubescens",2017
"4528",4,"lapland longspur","calcarius lapponicus",2017
"4529",5,"lapland longspur","calcarius lapponicus",2017
"4530",6,"lapland longspur","calcarius lapponicus",2017
"4531",7,"lapland longspur","calcarius lapponicus",2017
"4532",8,"lapland longspur","calcarius lapponicus",2017
"4533",9,"lapland longspur","calcarius lapponicus",2017
"4534",10,"lapland longspur","calcarius lapponicus",2017
"4535",11,"lapland longspur","calcarius lapponicus",2017
"4536",4,"song sparrow","melospiza melodia",2017
"4537",5,"song sparrow","melospiza melodia",2017
"4538",6,"song sparrow","melospiza melodia",2017
"4539",7,"song sparrow","melospiza melodia",2017
"4540",8,"song sparrow","melospiza melodia",2017
"4541",9,"song sparrow","melospiza melodia",2017
"4542",10,"song sparrow","melospiza melodia",2017
"4543",11,"song sparrow","melospiza melodia",2017
"4544",4,"seaside sparrow","ammospiza maritima",2017
"4545",5,"seaside sparrow","ammospiza maritima",2017
"4546",6,"seaside sparrow","ammospiza maritima",2017
"4547",7,"seaside sparrow","ammospiza maritima",2017
"4548",8,"seaside sparrow","ammospiza maritima",2017
"4549",9,"seaside sparrow","ammospiza maritima",2017
"4550",10,"seaside sparrow","ammospiza maritima",2017
"4551",11,"seaside sparrow","ammospiza maritima",2017
"4552",4,"common yellowthroat","geothlypis trichas",2017
"4553",5,"common yellowthroat","geothlypis trichas",2017
"4554",6,"common yellowthroat","geothlypis trichas",2017
"4555",7,"common yellowthroat","geothlypis trichas",2017
"4556",8,"common yellowthroat","geothlypis trichas",2017
"4557",9,"common yellowthroat","geothlypis trichas",2017
"4558",10,"common yellowthroat","geothlypis trichas",2017
"4559",11,"common yellowthroat","geothlypis trichas",2017
"4560",4,"green-backed heron","butorides striata",2017
"4561",5,"green-backed heron","butorides striata",2017
"4562",6,"green-backed heron","butorides striata",2017
"4563",7,"green-backed heron","butorides striata",2017
"4564",8,"green-backed heron","butorides striata",2017
"4565",9,"green-backed heron","butorides striata",2017
"4566",10,"green-backed heron","butorides striata",2017
"4567",11,"green-backed heron","butorides striata",2017
"4568",4,"nelson's sparrow","ammospiza nelsoni",2017
"4569",5,"nelson's sparrow","ammospiza nelsoni",2017
"4570",6,"nelson's sparrow","ammospiza nelsoni",2017
"4571",7,"nelson's sparrow","ammospiza nelsoni",2017
"4572",8,"nelson's sparrow","ammospiza nelsoni",2017
"4573",9,"nelson's sparrow","ammospiza nelsoni",2017
"4574",10,"nelson's sparrow","ammospiza nelsoni",2017
"4575",11,"nelson's sparrow","ammospiza nelsoni",2017
"4576",2,"white-winged scoter","melanitta deglandi",2017
"4577",3,"white-winged scoter","melanitta deglandi",2017
"4578",4,"white-winged scoter","melanitta deglandi",2017
"4579",5,"white-winged scoter","melanitta deglandi",2017
"4580",6,"white-winged scoter","melanitta deglandi",2017
"4581",7,"white-winged scoter","melanitta deglandi",2017
"4582",8,"white-winged scoter","melanitta deglandi",2017
"4583",9,"white-winged scoter","melanitta deglandi",2017
"4584",10,"white-winged scoter","melanitta deglandi",2017
"4585",11,"white-winged scoter","melanitta deglandi",2017
"4586",1,"band-rumped storm-petrel","hydrobates castro",2017
"4587",2,"band-rumped storm-petrel","hydrobates castro",2017
"4588",4,"band-rumped storm-petrel","hydrobates castro",2017
"4589",1,"desertas petrel","pterodroma deserta",2017
"4590",1,"swordfish","xiphias gladius",2017
"4591",2,"swordfish","xiphias gladius",2017
"4592",4,"swordfish","xiphias gladius",2017
"4593",1,"bryde's whale","balaenoptera edeni",2017
"4594",2,"bryde's whale","balaenoptera edeni",2017
"4595",4,"bryde's whale","balaenoptera edeni",2017
"4596",10,"bryde's whale","balaenoptera edeni",2017
"4597",1,"blue whale","balaenoptera musculus",2017
"4598",2,"blue whale","balaenoptera musculus",2017
"4599",3,"blue whale","balaenoptera musculus",2017
"4600",4,"blue whale","balaenoptera musculus",2017
"4601",5,"blue whale","balaenoptera musculus",2017
"4602",6,"blue whale","balaenoptera musculus",2017
"4603",7,"blue whale","balaenoptera musculus",2017
"4604",8,"blue whale","balaenoptera musculus",2017
"4605",9,"blue whale","balaenoptera musculus",2017
"4606",10,"blue whale","balaenoptera musculus",2017
"4607",11,"blue whale","balaenoptera musculus",2017
"4608",1,"blacktip shark","carcharhinus limbatus",2017
"4609",2,"blacktip shark","carcharhinus limbatus",2017
"4610",4,"blacktip shark","carcharhinus limbatus",2017
"4611",5,"blacktip shark","carcharhinus limbatus",2017
"4612",8,"blacktip shark","carcharhinus limbatus",2017
"4613",10,"blacktip shark","carcharhinus limbatus",2017
"4614",11,"blacktip shark","carcharhinus limbatus",2017
"4615",1,"dusky shark","carcharhinus obscurus",2017
"4616",2,"dusky shark","carcharhinus obscurus",2017
"4617",3,"dusky shark","carcharhinus obscurus",2017
"4618",4,"dusky shark","carcharhinus obscurus",2017
"4619",5,"dusky shark","carcharhinus obscurus",2017
"4620",7,"dusky shark","carcharhinus obscurus",2017
"4621",8,"dusky shark","carcharhinus obscurus",2017
"4622",10,"dusky shark","carcharhinus obscurus",2017
"4623",11,"dusky shark","carcharhinus obscurus",2017
"4624",1,"sandbar shark","carcharhinus plumbeus",2017
"4625",2,"sandbar shark","carcharhinus plumbeus",2017
"4626",4,"sandbar shark","carcharhinus plumbeus",2017
"4627",5,"sandbar shark","carcharhinus plumbeus",2017
"4628",7,"sandbar shark","carcharhinus plumbeus",2017
"4629",8,"sandbar shark","carcharhinus plumbeus",2017
"4630",10,"sandbar shark","carcharhinus plumbeus",2017
"4631",11,"sandbar shark","carcharhinus plumbeus",2017
"4632",1,"great white shark","carcharodon carcharias",2017
"4633",2,"great white shark","carcharodon carcharias",2017
"4634",3,"great white shark","carcharodon carcharias",2017
"4635",4,"great white shark","carcharodon carcharias",2017
"4636",5,"great white shark","carcharodon carcharias",2017
"4637",6,"great white shark","carcharodon carcharias",2017
"4638",7,"great white shark","carcharodon carcharias",2017
"4639",8,"great white shark","carcharodon carcharias",2017
"4640",9,"great white shark","carcharodon carcharias",2017
"4641",10,"great white shark","carcharodon carcharias",2017
"4642",11,"great white shark","carcharodon carcharias",2017
"4643",1,"bigeye sand tiger","odontaspis noronhai",2017
"4644",4,"bigeye sand tiger","odontaspis noronhai",2017
"4645",1,"common thresher shark","alopias vulpinus",2017
"4646",2,"common thresher shark","alopias vulpinus",2017
"4647",3,"common thresher shark","alopias vulpinus",2017
"4648",4,"common thresher shark","alopias vulpinus",2017
"4649",5,"common thresher shark","alopias vulpinus",2017
"4650",6,"common thresher shark","alopias vulpinus",2017
"4651",7,"common thresher shark","alopias vulpinus",2017
"4652",8,"common thresher shark","alopias vulpinus",2017
"4653",9,"common thresher shark","alopias vulpinus",2017
"4654",10,"common thresher shark","alopias vulpinus",2017
"4655",11,"common thresher shark","alopias vulpinus",2017
"4656",1,"shortfin mako","isurus oxyrinchus",2017
"4657",2,"shortfin mako","isurus oxyrinchus",2017
"4658",3,"shortfin mako","isurus oxyrinchus",2017
"4659",4,"shortfin mako","isurus oxyrinchus",2017
"4660",5,"shortfin mako","isurus oxyrinchus",2017
"4661",6,"shortfin mako","isurus oxyrinchus",2017
"4662",7,"shortfin mako","isurus oxyrinchus",2017
"4663",8,"shortfin mako","isurus oxyrinchus",2017
"4664",9,"shortfin mako","isurus oxyrinchus",2017
"4665",10,"shortfin mako","isurus oxyrinchus",2017
"4666",11,"shortfin mako","isurus oxyrinchus",2017
"4667",1,"spinner shark","carcharhinus brevipinna",2017
"4668",4,"spinner shark","carcharhinus brevipinna",2017
"4669",5,"spinner shark","carcharhinus brevipinna",2017
"4670",10,"spinner shark","carcharhinus brevipinna",2017
"4671",1,"silky shark","carcharhinus falciformis",2017
"4672",2,"silky shark","carcharhinus falciformis",2017
"4673",3,"silky shark","carcharhinus falciformis",2017
"4674",4,"silky shark","carcharhinus falciformis",2017
"4675",5,"silky shark","carcharhinus falciformis",2017
"4676",8,"silky shark","carcharhinus falciformis",2017
"4677",10,"silky shark","carcharhinus falciformis",2017
"4678",11,"silky shark","carcharhinus falciformis",2017
"4679",1,"bull shark","carcharhinus leucas",2017
"4680",2,"bull shark","carcharhinus leucas",2017
"4681",3,"bull shark","carcharhinus leucas",2017
"4682",4,"bull shark","carcharhinus leucas",2017
"4683",5,"bull shark","carcharhinus leucas",2017
"4684",6,"bull shark","carcharhinus leucas",2017
"4685",7,"bull shark","carcharhinus leucas",2017
"4686",8,"bull shark","carcharhinus leucas",2017
"4687",9,"bull shark","carcharhinus leucas",2017
"4688",10,"bull shark","carcharhinus leucas",2017
"4689",11,"bull shark","carcharhinus leucas",2017
"4690",1,"oceanic whitetip shark","carcharhinus longimanus",2017
"4691",2,"oceanic whitetip shark","carcharhinus longimanus",2017
"4692",3,"oceanic whitetip shark","carcharhinus longimanus",2017
"4693",4,"oceanic whitetip shark","carcharhinus longimanus",2017
"4694",5,"oceanic whitetip shark","carcharhinus longimanus",2017
"4695",6,"oceanic whitetip shark","carcharhinus longimanus",2017
"4696",7,"oceanic whitetip shark","carcharhinus longimanus",2017
"4697",8,"oceanic whitetip shark","carcharhinus longimanus",2017
"4698",9,"oceanic whitetip shark","carcharhinus longimanus",2017
