"","X1","rgn_id","area_km2","common","sciname","year"
"4479",NA,6,7281,"bermuda petrel","pterodroma cahow",2017
"4480",NA,7,3494,"bermuda petrel","pterodroma cahow",2017
"4481",NA,8,2795,"bermuda petrel","pterodroma cahow",2017
"4482",NA,9,198,"bermuda petrel","pterodroma cahow",2017
"4483",NA,10,4563,"bermuda petrel","pterodroma cahow",2017
"4484",NA,11,1146,"bermuda petrel","pterodroma cahow",2017
"4485",NA,1,105282,"leach's storm-petrel","hydrobates leucorhous",2017
"4486",NA,2,49938,"leach's storm-petrel","hydrobates leucorhous",2017
"4487",NA,3,59638,"leach's storm-petrel","hydrobates leucorhous",2017
"4488",NA,4,42218,"leach's storm-petrel","hydrobates leucorhous",2017
"4489",NA,5,1453,"leach's storm-petrel","hydrobates leucorhous",2017
"4490",NA,6,6676,"leach's storm-petrel","hydrobates leucorhous",2017
"4491",NA,7,3400,"leach's storm-petrel","hydrobates leucorhous",2017
"4492",NA,8,2676,"leach's storm-petrel","hydrobates leucorhous",2017
"4493",NA,9,180,"leach's storm-petrel","hydrobates leucorhous",2017
"4494",NA,10,4394,"leach's storm-petrel","hydrobates leucorhous",2017
"4495",NA,11,1119,"leach's storm-petrel","hydrobates leucorhous",2017
"4496",NA,4,1,"common starling","sturnus vulgaris",2017
"4497",NA,5,63,"common starling","sturnus vulgaris",2017
"4498",NA,6,911,"common starling","sturnus vulgaris",2017
"4499",NA,7,181,"common starling","sturnus vulgaris",2017
"4500",NA,8,171,"common starling","sturnus vulgaris",2017
"4501",NA,9,22,"common starling","sturnus vulgaris",2017
"4502",NA,10,302,"common starling","sturnus vulgaris",2017
"4503",NA,11,103,"common starling","sturnus vulgaris",2017
"4504",NA,4,1,"marsh wren","cistothorus palustris",2017
"4505",NA,5,63,"marsh wren","cistothorus palustris",2017
"4506",NA,6,326,"marsh wren","cistothorus palustris",2017
"4507",NA,7,182,"marsh wren","cistothorus palustris",2017
"4508",NA,8,172,"marsh wren","cistothorus palustris",2017
"4509",NA,9,22,"marsh wren","cistothorus palustris",2017
"4510",NA,10,303,"marsh wren","cistothorus palustris",2017
"4511",NA,11,104,"marsh wren","cistothorus palustris",2017
"4512",NA,4,1,"horned lark","eremophila alpestris",2017
"4513",NA,5,63,"horned lark","eremophila alpestris",2017
"4514",NA,6,881,"horned lark","eremophila alpestris",2017
"4515",NA,7,182,"horned lark","eremophila alpestris",2017
"4516",NA,8,171,"horned lark","eremophila alpestris",2017
"4517",NA,9,22,"horned lark","eremophila alpestris",2017
"4518",NA,10,302,"horned lark","eremophila alpestris",2017
"4519",NA,11,104,"horned lark","eremophila alpestris",2017
"4520",NA,4,1,"buff-bellied pipit","anthus rubescens",2017
"4521",NA,5,63,"buff-bellied pipit","anthus rubescens",2017
"4522",NA,6,881,"buff-bellied pipit","anthus rubescens",2017
"4523",NA,7,183,"buff-bellied pipit","anthus rubescens",2017
"4524",NA,8,172,"buff-bellied pipit","anthus rubescens",2017
"4525",NA,9,22,"buff-bellied pipit","anthus rubescens",2017
"4526",NA,10,303,"buff-bellied pipit","anthus rubescens",2017
"4527",NA,11,103,"buff-bellied pipit","anthus rubescens",2017
"4528",NA,4,1,"lapland longspur","calcarius lapponicus",2017
"4529",NA,5,63,"lapland longspur","calcarius lapponicus",2017
"4530",NA,6,881,"lapland longspur","calcarius lapponicus",2017
"4531",NA,7,182,"lapland longspur","calcarius lapponicus",2017
"4532",NA,8,172,"lapland longspur","calcarius lapponicus",2017
"4533",NA,9,22,"lapland longspur","calcarius lapponicus",2017
"4534",NA,10,301,"lapland longspur","calcarius lapponicus",2017
"4535",NA,11,104,"lapland longspur","calcarius lapponicus",2017
"4536",NA,4,1,"song sparrow","melospiza melodia",2017
"4537",NA,5,63,"song sparrow","melospiza melodia",2017
"4538",NA,6,911,"song sparrow","melospiza melodia",2017
"4539",NA,7,182,"song sparrow","melospiza melodia",2017
"4540",NA,8,172,"song sparrow","melospiza melodia",2017
"4541",NA,9,22,"song sparrow","melospiza melodia",2017
"4542",NA,10,303,"song sparrow","melospiza melodia",2017
"4543",NA,11,104,"song sparrow","melospiza melodia",2017
"4544",NA,4,1,"seaside sparrow","ammospiza maritima",2017
"4545",NA,5,51,"seaside sparrow","ammospiza maritima",2017
"4546",NA,6,10,"seaside sparrow","ammospiza maritima",2017
"4547",NA,7,113,"seaside sparrow","ammospiza maritima",2017
"4548",NA,8,169,"seaside sparrow","ammospiza maritima",2017
"4549",NA,9,22,"seaside sparrow","ammospiza maritima",2017
"4550",NA,10,283,"seaside sparrow","ammospiza maritima",2017
"4551",NA,11,94,"seaside sparrow","ammospiza maritima",2017
"4552",NA,4,1,"common yellowthroat","geothlypis trichas",2017
"4553",NA,5,63,"common yellowthroat","geothlypis trichas",2017
"4554",NA,6,881,"common yellowthroat","geothlypis trichas",2017
"4555",NA,7,183,"common yellowthroat","geothlypis trichas",2017
"4556",NA,8,171,"common yellowthroat","geothlypis trichas",2017
"4557",NA,9,22,"common yellowthroat","geothlypis trichas",2017
"4558",NA,10,303,"common yellowthroat","geothlypis trichas",2017
"4559",NA,11,103,"common yellowthroat","geothlypis trichas",2017
"4560",NA,4,1,"green-backed heron","butorides striata",2017
"4561",NA,5,63,"green-backed heron","butorides striata",2017
"4562",NA,6,882,"green-backed heron","butorides striata",2017
"4563",NA,7,183,"green-backed heron","butorides striata",2017
"4564",NA,8,172,"green-backed heron","butorides striata",2017
"4565",NA,9,22,"green-backed heron","butorides striata",2017
"4566",NA,10,302,"green-backed heron","butorides striata",2017
"4567",NA,11,104,"green-backed heron","butorides striata",2017
"4568",NA,4,1,"nelson's sparrow","ammospiza nelsoni",2017
"4569",NA,5,63,"nelson's sparrow","ammospiza nelsoni",2017
"4570",NA,6,828,"nelson's sparrow","ammospiza nelsoni",2017
"4571",NA,7,182,"nelson's sparrow","ammospiza nelsoni",2017
"4572",NA,8,172,"nelson's sparrow","ammospiza nelsoni",2017
"4573",NA,9,22,"nelson's sparrow","ammospiza nelsoni",2017
"4574",NA,10,303,"nelson's sparrow","ammospiza nelsoni",2017
"4575",NA,11,104,"nelson's sparrow","ammospiza nelsoni",2017
"4576",NA,2,3310,"white-winged scoter","melanitta deglandi",2017
"4577",NA,3,28188,"white-winged scoter","melanitta deglandi",2017
"4578",NA,4,18353,"white-winged scoter","melanitta deglandi",2017
"4579",NA,5,1291,"white-winged scoter","melanitta deglandi",2017
"4580",NA,6,4678,"white-winged scoter","melanitta deglandi",2017
"4581",NA,7,2379,"white-winged scoter","melanitta deglandi",2017
"4582",NA,8,2764,"white-winged scoter","melanitta deglandi",2017
"4583",NA,9,28,"white-winged scoter","melanitta deglandi",2017
"4584",NA,10,3917,"white-winged scoter","melanitta deglandi",2017
"4585",NA,11,897,"white-winged scoter","melanitta deglandi",2017
"4586",NA,1,101403,"band-rumped storm-petrel","hydrobates castro",2017
"4587",NA,2,32899,"band-rumped storm-petrel","hydrobates castro",2017
"4588",NA,4,6750,"band-rumped storm-petrel","hydrobates castro",2017
"4589",NA,1,36254,"desertas petrel","pterodroma deserta",2017
"4590",NA,1,105282,"swordfish","xiphias gladius",2017
"4591",NA,2,32272,"swordfish","xiphias gladius",2017
"4592",NA,4,16397,"swordfish","xiphias gladius",2017
"4593",NA,1,99034,"bryde's whale","balaenoptera edeni",2017
"4594",NA,2,5063,"bryde's whale","balaenoptera edeni",2017
"4595",NA,4,29739,"bryde's whale","balaenoptera edeni",2017
"4596",NA,10,471,"bryde's whale","balaenoptera edeni",2017
"4597",NA,1,105282,"blue whale","balaenoptera musculus",2017
"4598",NA,2,49938,"blue whale","balaenoptera musculus",2017
"4599",NA,3,59638,"blue whale","balaenoptera musculus",2017
"4600",NA,4,42218,"blue whale","balaenoptera musculus",2017
"4601",NA,5,1453,"blue whale","balaenoptera musculus",2017
"4602",NA,6,6675,"blue whale","balaenoptera musculus",2017
"4603",NA,7,3398,"blue whale","balaenoptera musculus",2017
"4604",NA,8,2675,"blue whale","balaenoptera musculus",2017
"4605",NA,9,180,"blue whale","balaenoptera musculus",2017
"4606",NA,10,4395,"blue whale","balaenoptera musculus",2017
"4607",NA,11,1119,"blue whale","balaenoptera musculus",2017
"4608",NA,1,204,"blacktip shark","carcharhinus limbatus",2017
"4609",NA,2,10480,"blacktip shark","carcharhinus limbatus",2017
"4610",NA,4,38686,"blacktip shark","carcharhinus limbatus",2017
"4611",NA,5,1453,"blacktip shark","carcharhinus limbatus",2017
"4612",NA,8,2666,"blacktip shark","carcharhinus limbatus",2017
"4613",NA,10,4395,"blacktip shark","carcharhinus limbatus",2017
"4614",NA,11,1119,"blacktip shark","carcharhinus limbatus",2017
"4615",NA,1,44043,"dusky shark","carcharhinus obscurus",2017
"4616",NA,2,24649,"dusky shark","carcharhinus obscurus",2017
"4617",NA,3,1509,"dusky shark","carcharhinus obscurus",2017
"4618",NA,4,42218,"dusky shark","carcharhinus obscurus",2017
"4619",NA,5,1453,"dusky shark","carcharhinus obscurus",2017
"4620",NA,7,1914,"dusky shark","carcharhinus obscurus",2017
"4621",NA,8,2675,"dusky shark","carcharhinus obscurus",2017
"4622",NA,10,4395,"dusky shark","carcharhinus obscurus",2017
"4623",NA,11,1119,"dusky shark","carcharhinus obscurus",2017
"4624",NA,1,1308,"sandbar shark","carcharhinus plumbeus",2017
"4625",NA,2,16111,"sandbar shark","carcharhinus plumbeus",2017
"4626",NA,4,41369,"sandbar shark","carcharhinus plumbeus",2017
"4627",NA,5,1453,"sandbar shark","carcharhinus plumbeus",2017
"4628",NA,7,1,"sandbar shark","carcharhinus plumbeus",2017
"4629",NA,8,2662,"sandbar shark","carcharhinus plumbeus",2017
"4630",NA,10,4395,"sandbar shark","carcharhinus plumbeus",2017
"4631",NA,11,1119,"sandbar shark","carcharhinus plumbeus",2017
"4632",NA,1,105282,"great white shark","carcharodon carcharias",2017
"4633",NA,2,49938,"great white shark","carcharodon carcharias",2017
"4634",NA,3,59638,"great white shark","carcharodon carcharias",2017
"4635",NA,4,42218,"great white shark","carcharodon carcharias",2017
"4636",NA,5,1453,"great white shark","carcharodon carcharias",2017
"4637",NA,6,6675,"great white shark","carcharodon carcharias",2017
"4638",NA,7,3398,"great white shark","carcharodon carcharias",2017
"4639",NA,8,2675,"great white shark","carcharodon carcharias",2017
"4640",NA,9,180,"great white shark","carcharodon carcharias",2017
"4641",NA,10,4395,"great white shark","carcharodon carcharias",2017
"4642",NA,11,1119,"great white shark","carcharodon carcharias",2017
"4643",NA,1,416,"bigeye sand tiger","odontaspis noronhai",2017
"4644",NA,4,246,"bigeye sand tiger","odontaspis noronhai",2017
"4645",NA,1,105282,"common thresher shark","alopias vulpinus",2017
"4646",NA,2,49938,"common thresher shark","alopias vulpinus",2017
"4647",NA,3,59638,"common thresher shark","alopias vulpinus",2017
"4648",NA,4,42218,"common thresher shark","alopias vulpinus",2017
"4649",NA,5,1453,"common thresher shark","alopias vulpinus",2017
"4650",NA,6,6675,"common thresher shark","alopias vulpinus",2017
"4651",NA,7,3398,"common thresher shark","alopias vulpinus",2017
"4652",NA,8,2675,"common thresher shark","alopias vulpinus",2017
"4653",NA,9,180,"common thresher shark","alopias vulpinus",2017
"4654",NA,10,4395,"common thresher shark","alopias vulpinus",2017
"4655",NA,11,1119,"common thresher shark","alopias vulpinus",2017
"4656",NA,1,105282,"shortfin mako","isurus oxyrinchus",2017
"4657",NA,2,49938,"shortfin mako","isurus oxyrinchus",2017
"4658",NA,3,59638,"shortfin mako","isurus oxyrinchus",2017
"4659",NA,4,42218,"shortfin mako","isurus oxyrinchus",2017
"4660",NA,5,1453,"shortfin mako","isurus oxyrinchus",2017
"4661",NA,6,6675,"shortfin mako","isurus oxyrinchus",2017
"4662",NA,7,3398,"shortfin mako","isurus oxyrinchus",2017
"4663",NA,8,2675,"shortfin mako","isurus oxyrinchus",2017
"4664",NA,9,180,"shortfin mako","isurus oxyrinchus",2017
"4665",NA,10,4395,"shortfin mako","isurus oxyrinchus",2017
"4666",NA,11,1119,"shortfin mako","isurus oxyrinchus",2017
"4667",NA,1,199,"spinner shark","carcharhinus brevipinna",2017
"4668",NA,4,17887,"spinner shark","carcharhinus brevipinna",2017
"4669",NA,5,1409,"spinner shark","carcharhinus brevipinna",2017
"4670",NA,10,4003,"spinner shark","carcharhinus brevipinna",2017
"4671",NA,1,105282,"silky shark","carcharhinus falciformis",2017
"4672",NA,2,39145,"silky shark","carcharhinus falciformis",2017
"4673",NA,3,335,"silky shark","carcharhinus falciformis",2017
"4674",NA,4,42218,"silky shark","carcharhinus falciformis",2017
"4675",NA,5,13,"silky shark","carcharhinus falciformis",2017
"4676",NA,8,1335,"silky shark","carcharhinus falciformis",2017
"4677",NA,10,3093,"silky shark","carcharhinus falciformis",2017
"4678",NA,11,768,"silky shark","carcharhinus falciformis",2017
"4679",NA,1,219,"bull shark","carcharhinus leucas",2017
"4680",NA,2,22263,"bull shark","carcharhinus leucas",2017
"4681",NA,3,16911,"bull shark","carcharhinus leucas",2017
"4682",NA,4,38686,"bull shark","carcharhinus leucas",2017
"4683",NA,5,1453,"bull shark","carcharhinus leucas",2017
"4684",NA,6,427,"bull shark","carcharhinus leucas",2017
"4685",NA,7,3398,"bull shark","carcharhinus leucas",2017
"4686",NA,8,2675,"bull shark","carcharhinus leucas",2017
"4687",NA,9,180,"bull shark","carcharhinus leucas",2017
"4688",NA,10,4395,"bull shark","carcharhinus leucas",2017
"4689",NA,11,1119,"bull shark","carcharhinus leucas",2017
"4690",NA,1,105282,"oceanic whitetip shark","carcharhinus longimanus",2017
"4691",NA,2,49938,"oceanic whitetip shark","carcharhinus longimanus",2017
"4692",NA,3,59638,"oceanic whitetip shark","carcharhinus longimanus",2017
"4693",NA,4,42218,"oceanic whitetip shark","carcharhinus longimanus",2017
"4694",NA,5,1453,"oceanic whitetip shark","carcharhinus longimanus",2017
"4695",NA,6,6675,"oceanic whitetip shark","carcharhinus longimanus",2017
"4696",NA,7,3398,"oceanic whitetip shark","carcharhinus longimanus",2017
"4697",NA,8,2675,"oceanic whitetip shark","carcharhinus longimanus",2017
"4698",NA,9,180,"oceanic whitetip shark","carcharhinus longimanus",2017
"4699",NA,10,4395,"oceanic whitetip shark","carcharhinus longimanus",2017
"4700",NA,11,1119,"oceanic whitetip shark","carcharhinus longimanus",2017
"4701",NA,1,257,"tiger shark","galeocerdo cuvier",2017
"4702",NA,2,25097,"tiger shark","galeocerdo cuvier",2017
"4703",NA,3,12564,"tiger shark","galeocerdo cuvier",2017
"4704",NA,4,38695,"tiger shark","galeocerdo cuvier",2017
"4705",NA,5,1453,"tiger shark","galeocerdo cuvier",2017
"4706",NA,6,9,"tiger shark","galeocerdo cuvier",2017
"4707",NA,7,3398,"tiger shark","galeocerdo cuvier",2017
"4708",NA,8,2675,"tiger shark","galeocerdo cuvier",2017
"4709",NA,9,152,"tiger shark","galeocerdo cuvier",2017
"4710",NA,10,4395,"tiger shark","galeocerdo cuvier",2017
"4711",NA,11,1119,"tiger shark","galeocerdo cuvier",2017
"4712",NA,1,209,"lemon shark","negaprion brevirostris",2017
"4713",NA,2,10785,"lemon shark","negaprion brevirostris",2017
"4714",NA,3,6471,"lemon shark","negaprion brevirostris",2017
"4715",NA,4,38215,"lemon shark","negaprion brevirostris",2017
"4716",NA,5,1453,"lemon shark","negaprion brevirostris",2017
"4717",NA,6,338,"lemon shark","negaprion brevirostris",2017
"4718",NA,7,3398,"lemon shark","negaprion brevirostris",2017
"4719",NA,8,2675,"lemon shark","negaprion brevirostris",2017
"4720",NA,9,180,"lemon shark","negaprion brevirostris",2017
"4721",NA,10,4395,"lemon shark","negaprion brevirostris",2017
"4722",NA,11,1119,"lemon shark","negaprion brevirostris",2017
"4723",NA,1,105282,"blue shark","prionace glauca",2017
"4724",NA,2,49938,"blue shark","prionace glauca",2017
"4725",NA,3,59638,"blue shark","prionace glauca",2017
"4726",NA,4,42218,"blue shark","prionace glauca",2017
"4727",NA,5,1453,"blue shark","prionace glauca",2017
"4728",NA,6,6675,"blue shark","prionace glauca",2017
"4729",NA,7,3398,"blue shark","prionace glauca",2017
"4730",NA,8,2676,"blue shark","prionace glauca",2017
"4731",NA,9,180,"blue shark","prionace glauca",2017
"4732",NA,10,4396,"blue shark","prionace glauca",2017
"4733",NA,11,1120,"blue shark","prionace glauca",2017
"4734",NA,1,66985,"scalloped hammerhead","sphyrna lewini",2017
"4735",NA,2,49938,"scalloped hammerhead","sphyrna lewini",2017
"4736",NA,3,59638,"scalloped hammerhead","sphyrna lewini",2017
"4737",NA,4,42218,"scalloped hammerhead","sphyrna lewini",2017
"4738",NA,5,1453,"scalloped hammerhead","sphyrna lewini",2017
"4739",NA,6,6675,"scalloped hammerhead","sphyrna lewini",2017
"4740",NA,7,3398,"scalloped hammerhead","sphyrna lewini",2017
"4741",NA,8,2675,"scalloped hammerhead","sphyrna lewini",2017
"4742",NA,9,180,"scalloped hammerhead","sphyrna lewini",2017
"4743",NA,10,4395,"scalloped hammerhead","sphyrna lewini",2017
"4744",NA,11,1119,"scalloped hammerhead","sphyrna lewini",2017
"4745",NA,1,208,"great hammerhead","sphyrna mokarran",2017
"4746",NA,4,18123,"great hammerhead","sphyrna mokarran",2017
"4747",NA,5,1291,"great hammerhead","sphyrna mokarran",2017
"4748",NA,10,3843,"great hammerhead","sphyrna mokarran",2017
"4749",NA,1,199,"bonnethead shark","sphyrna tiburo",2017
"4750",NA,2,5255,"bonnethead shark","sphyrna tiburo",2017
"4751",NA,3,3128,"bonnethead shark","sphyrna tiburo",2017
"4752",NA,4,34965,"bonnethead shark","sphyrna tiburo",2017
"4753",NA,5,1453,"bonnethead shark","sphyrna tiburo",2017
"4754",NA,6,29,"bonnethead shark","sphyrna tiburo",2017
"4755",NA,7,3398,"bonnethead shark","sphyrna tiburo",2017
"4756",NA,8,2675,"bonnethead shark","sphyrna tiburo",2017
"4757",NA,9,180,"bonnethead shark","sphyrna tiburo",2017
"4758",NA,10,4395,"bonnethead shark","sphyrna tiburo",2017
"4759",NA,11,1119,"bonnethead shark","sphyrna tiburo",2017
"4760",NA,1,270,"smooth hammerhead","sphyrna zygaena",2017
"4761",NA,2,47859,"smooth hammerhead","sphyrna zygaena",2017
"4762",NA,3,52691,"smooth hammerhead","sphyrna zygaena",2017
"4763",NA,4,38686,"smooth hammerhead","sphyrna zygaena",2017
"4764",NA,5,1453,"smooth hammerhead","sphyrna zygaena",2017
"4765",NA,6,6675,"smooth hammerhead","sphyrna zygaena",2017
"4766",NA,7,3398,"smooth hammerhead","sphyrna zygaena",2017
"4767",NA,8,2675,"smooth hammerhead","sphyrna zygaena",2017
"4768",NA,9,180,"smooth hammerhead","sphyrna zygaena",2017
"4769",NA,10,4395,"smooth hammerhead","sphyrna zygaena",2017
"4770",NA,11,1119,"smooth hammerhead","sphyrna zygaena",2017
"4771",NA,3,25467,"harp seal","pagophilus groenlandicus",2017
"4772",NA,6,6455,"harp seal","pagophilus groenlandicus",2017
"4773",NA,1,34342,"portuguese dogfish","centroscymnus coelolepis",2017
"4774",NA,2,49938,"portuguese dogfish","centroscymnus coelolepis",2017
"4775",NA,3,59638,"portuguese dogfish","centroscymnus coelolepis",2017
"4776",NA,4,42218,"portuguese dogfish","centroscymnus coelolepis",2017
"4777",NA,5,1453,"portuguese dogfish","centroscymnus coelolepis",2017
"4778",NA,6,6675,"portuguese dogfish","centroscymnus coelolepis",2017
"4779",NA,7,3398,"portuguese dogfish","centroscymnus coelolepis",2017
"4780",NA,8,2675,"portuguese dogfish","centroscymnus coelolepis",2017
"4781",NA,9,180,"portuguese dogfish","centroscymnus coelolepis",2017
"4782",NA,10,4395,"portuguese dogfish","centroscymnus coelolepis",2017
"4783",NA,11,1119,"portuguese dogfish","centroscymnus coelolepis",2017
"4784",NA,1,10551,"bramble shark","echinorhinus brucus",2017
"4785",NA,2,24595,"bramble shark","echinorhinus brucus",2017
"4786",NA,3,33658,"bramble shark","echinorhinus brucus",2017
"4787",NA,4,41974,"bramble shark","echinorhinus brucus",2017
"4788",NA,5,1453,"bramble shark","echinorhinus brucus",2017
"4789",NA,6,1668,"bramble shark","echinorhinus brucus",2017
"4790",NA,7,3398,"bramble shark","echinorhinus brucus",2017
"4791",NA,8,2675,"bramble shark","echinorhinus brucus",2017
"4792",NA,9,180,"bramble shark","echinorhinus brucus",2017
"4793",NA,10,4395,"bramble shark","echinorhinus brucus",2017
"4794",NA,11,1119,"bramble shark","echinorhinus brucus",2017
"4795",NA,1,71160,"fleshynose catshark","apristurus melanoasper",2017
"4796",NA,2,49938,"fleshynose catshark","apristurus melanoasper",2017
"4797",NA,3,59638,"fleshynose catshark","apristurus melanoasper",2017
"4798",NA,4,42218,"fleshynose catshark","apristurus melanoasper",2017
"4799",NA,5,1453,"fleshynose catshark","apristurus melanoasper",2017
"4800",NA,6,6616,"fleshynose catshark","apristurus melanoasper",2017
"4801",NA,7,3398,"fleshynose catshark","apristurus melanoasper",2017
"4802",NA,8,2675,"fleshynose catshark","apristurus melanoasper",2017
"4803",NA,9,180,"fleshynose catshark","apristurus melanoasper",2017
"4804",NA,10,4395,"fleshynose catshark","apristurus melanoasper",2017
"4805",NA,11,1119,"fleshynose catshark","apristurus melanoasper",2017
"4806",NA,1,249,"blackmouth splitfin","synagrops japonicus",2017
"4807",NA,2,47645,"blackmouth splitfin","synagrops japonicus",2017
"4808",NA,3,51014,"blackmouth splitfin","synagrops japonicus",2017
"4809",NA,4,38204,"blackmouth splitfin","synagrops japonicus",2017
"4810",NA,5,1453,"blackmouth splitfin","synagrops japonicus",2017
"4811",NA,6,6675,"blackmouth splitfin","synagrops japonicus",2017
"4812",NA,7,3398,"blackmouth splitfin","synagrops japonicus",2017
"4813",NA,8,2675,"blackmouth splitfin","synagrops japonicus",2017
"4814",NA,9,180,"blackmouth splitfin","synagrops japonicus",2017
"4815",NA,10,4395,"blackmouth splitfin","synagrops japonicus",2017
"4816",NA,11,1119,"blackmouth splitfin","synagrops japonicus",2017
"4817",NA,1,52300,NA,"chaenophryne ramifera",2017
"4818",NA,2,2283,NA,"chaenophryne ramifera",2017
"4819",NA,3,2800,NA,"chaenophryne ramifera",2017
"4820",NA,4,3621,NA,"chaenophryne ramifera",2017
"4821",NA,1,52300,NA,"dolopichthys allector",2017
"4822",NA,2,2283,NA,"dolopichthys allector",2017
"4823",NA,3,2800,NA,"dolopichthys allector",2017
"4824",NA,4,3621,NA,"dolopichthys allector",2017
"4825",NA,1,52300,"short-rod anglerfish","microlophichthys microlophus",2017
"4826",NA,2,2283,"short-rod anglerfish","microlophichthys microlophus",2017
"4827",NA,3,2800,"short-rod anglerfish","microlophichthys microlophus",2017
"4828",NA,4,3621,"short-rod anglerfish","microlophichthys microlophus",2017
"4829",NA,1,105282,"basking shark","cetorhinus maximus",2017
"4830",NA,2,49938,"basking shark","cetorhinus maximus",2017
"4831",NA,3,59638,"basking shark","cetorhinus maximus",2017
"4832",NA,4,42218,"basking shark","cetorhinus maximus",2017
"4833",NA,5,1453,"basking shark","cetorhinus maximus",2017
"4834",NA,6,6675,"basking shark","cetorhinus maximus",2017
"4835",NA,7,3398,"basking shark","cetorhinus maximus",2017
"4836",NA,8,2675,"basking shark","cetorhinus maximus",2017
"4837",NA,9,180,"basking shark","cetorhinus maximus",2017
"4838",NA,10,4395,"basking shark","cetorhinus maximus",2017
"4839",NA,11,1119,"basking shark","cetorhinus maximus",2017
"4840",NA,1,52553,"wreckfish","polyprion americanus",2017
"4841",NA,2,49938,"wreckfish","polyprion americanus",2017
"4842",NA,3,59638,"wreckfish","polyprion americanus",2017
"4843",NA,4,42218,"wreckfish","polyprion americanus",2017
"4844",NA,5,1453,"wreckfish","polyprion americanus",2017
"4845",NA,6,6675,"wreckfish","polyprion americanus",2017
"4846",NA,7,3398,"wreckfish","polyprion americanus",2017
"4847",NA,8,2675,"wreckfish","polyprion americanus",2017
"4848",NA,9,180,"wreckfish","polyprion americanus",2017
"4849",NA,10,4395,"wreckfish","polyprion americanus",2017
"4850",NA,11,1119,"wreckfish","polyprion americanus",2017
"4851",NA,1,2237,"icelandic catshark","apristurus laurussonii",2017
"4852",NA,2,2026,"icelandic catshark","apristurus laurussonii",2017
"4853",NA,4,3168,"icelandic catshark","apristurus laurussonii",2017
"4854",NA,1,24188,"deepwater catshark","apristurus profundorum",2017
"4855",NA,2,6346,"deepwater catshark","apristurus profundorum",2017
"4856",NA,3,2138,"deepwater catshark","apristurus profundorum",2017
"4857",NA,4,39216,"deepwater catshark","apristurus profundorum",2017
"4858",NA,5,1453,"deepwater catshark","apristurus profundorum",2017
"4859",NA,7,3132,"deepwater catshark","apristurus profundorum",2017
"4860",NA,8,2675,"deepwater catshark","apristurus profundorum",2017
"4861",NA,10,4395,"deepwater catshark","apristurus profundorum",2017
"4862",NA,11,1119,"deepwater catshark","apristurus profundorum",2017
"4863",NA,1,66985,"false catshark","pseudotriakis microdon",2017
"4864",NA,2,49938,"false catshark","pseudotriakis microdon",2017
"4865",NA,3,59638,"false catshark","pseudotriakis microdon",2017
"4866",NA,4,42218,"false catshark","pseudotriakis microdon",2017
"4867",NA,5,1453,"false catshark","pseudotriakis microdon",2017
"4868",NA,6,6675,"false catshark","pseudotriakis microdon",2017
"4869",NA,7,3398,"false catshark","pseudotriakis microdon",2017
"4870",NA,8,2675,"false catshark","pseudotriakis microdon",2017
"4871",NA,9,180,"false catshark","pseudotriakis microdon",2017
"4872",NA,10,4395,"false catshark","pseudotriakis microdon",2017
"4873",NA,11,1119,"false catshark","pseudotriakis microdon",2017
"4874",NA,1,11790,"ghost catshark","apristurus manis",2017
"4875",NA,2,44265,"ghost catshark","apristurus manis",2017
"4876",NA,3,56608,"ghost catshark","apristurus manis",2017
"4877",NA,4,29149,"ghost catshark","apristurus manis",2017
"4878",NA,5,905,"ghost catshark","apristurus manis",2017
"4879",NA,6,5814,"ghost catshark","apristurus manis",2017
"4880",NA,7,3398,"ghost catshark","apristurus manis",2017
"4881",NA,8,2675,"ghost catshark","apristurus manis",2017
"4882",NA,9,180,"ghost catshark","apristurus manis",2017
"4883",NA,10,2437,"ghost catshark","apristurus manis",2017
"4884",NA,11,1119,"ghost catshark","apristurus manis",2017
"4885",NA,1,20669,"smalleye catshark","apristurus microps",2017
"4886",NA,2,7796,"smalleye catshark","apristurus microps",2017
"4887",NA,4,7245,"smalleye catshark","apristurus microps",2017
"4888",NA,4,1,"peregrine falcon","falco peregrinus",2017
"4889",NA,5,63,"peregrine falcon","falco peregrinus",2017
"4890",NA,6,881,"peregrine falcon","falco peregrinus",2017
"4891",NA,7,184,"peregrine falcon","falco peregrinus",2017
"4892",NA,8,172,"peregrine falcon","falco peregrinus",2017
"4893",NA,9,22,"peregrine falcon","falco peregrinus",2017
"4894",NA,10,302,"peregrine falcon","falco peregrinus",2017
"4895",NA,11,104,"peregrine falcon","falco peregrinus",2017
"4896",NA,1,249,"feather blenny","hypsoblennius hentz",2017
"4897",NA,2,47647,"feather blenny","hypsoblennius hentz",2017
"4898",NA,3,51016,"feather blenny","hypsoblennius hentz",2017
"4899",NA,4,38208,"feather blenny","hypsoblennius hentz",2017
"4900",NA,5,1453,"feather blenny","hypsoblennius hentz",2017
"4901",NA,6,6675,"feather blenny","hypsoblennius hentz",2017
"4902",NA,7,3398,"feather blenny","hypsoblennius hentz",2017
"4903",NA,8,2675,"feather blenny","hypsoblennius hentz",2017
"4904",NA,9,180,"feather blenny","hypsoblennius hentz",2017
"4905",NA,10,4395,"feather blenny","hypsoblennius hentz",2017
"4906",NA,11,1119,"feather blenny","hypsoblennius hentz",2017
"4907",NA,1,105282,"green turtle","chelonia mydas",2017
"4908",NA,2,49938,"green turtle","chelonia mydas",2017
