intercept,rmse,rsquared,mae,goal,model,lag
TRUE,0.1442247000881636,0.34114668706774454,0.09422980849764619,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.14767191650067737,0.3194231918310867,0.09609262201790561,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.1540631569604122,0.39551921226922027,0.1090603018968215,SPP,intercept only,1
TRUE,0.20207996840212325,0.3664403163187554,0.1620386114002714,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.16626561906723444,0.44155673664343564,0.1115659700792556,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.16588687522387238,0.44640233878536256,0.11501767931554921,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.20195447430761784,0.36568333865320346,0.16309846835472172,SPP,intercept only,2
TRUE,0.28688444788584555,0.34894618376555603,0.2255253625116404,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.19386188219058367,0.45358855990409747,0.1326625458932372,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.1952748097698968,0.44965167208659734,0.13765054622275544,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.284826609331324,0.35501181438284246,0.22414709578440087,SPP,intercept only,3
TRUE,0.3356060292550529,0.2733297671583471,0.2691212954264604,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.22144228262022042,0.31708081770227303,0.1609527041709878,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.21706275149125268,0.3465454019033411,0.15407490312940575,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.3359026013669068,0.26776935291444853,0.2705272137836819,SPP,intercept only,4
TRUE,0.37645439193780034,0.4092692668818048,0.3050734985527134,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.25285677794763306,0.270270825147905,0.18999361620508584,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.25457776859819314,0.27139629187095676,0.18665702606445828,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.37503282930777015,0.40946237970253613,0.30405150496949657,SPP,intercept only,5
TRUE,0.3788232952263782,0.5455016064757521,0.3047873833267459,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.2926646521105435,0.30188771702215544,0.21734499144235317,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.2987859412241908,0.28643594233313674,0.21897368449750804,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.3750935151770176,0.5508092028706194,0.30809401527971475,SPP,intercept only,6
TRUE,0.4734458310296737,0.042652469379543624,0.31171721294577265,TR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.1829709787017001,0.4085828102393176,0.13375917026257572,TR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.18319216863291146,0.4125424679517281,0.1361315707364051,TR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.47456496824441685,0.03827645227659473,0.3086813179350869,TR,intercept only,1
TRUE,0.5620643973572018,0.06991544619097646,0.3620646309488354,TR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.21589776998334737,0.6080280345670341,0.16536090774702325,TR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.21471650588461055,0.6136423429423804,0.16721070034394853,TR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.5612381376645922,0.06981359826181983,0.36006321580866063,TR,intercept only,2
TRUE,0.46221798052082114,0.195629942716768,0.33681302568080873,TR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.25200713730993174,0.6333653841482405,0.18930962391593972,TR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.24961872067189084,0.6411854584185367,0.1858725468705451,TR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.4593195274562419,0.20214487367592704,0.33518542450613253,TR,intercept only,3
TRUE,0.5175157837484867,0.15095104601386253,0.3548352234991463,TR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.24433956428802223,0.7005607122138112,0.1819215408831429,TR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.24470208904878904,0.7005220371023972,0.1815742211410014,TR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.5168063024188272,0.15122122707451388,0.3498998995937295,TR,intercept only,4
TRUE,0.7710299197795727,0.05836245103665036,0.43242167738520937,TR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.23387837834451433,0.6660182354064822,0.17286259474905116,TR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.23259681357509807,0.6702596114309015,0.17008210089168643,TR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.7670965345674058,0.06141022011144266,0.4294655001990951,TR,intercept only,5
TRUE,0.532377481268747,0.08959223135312402,0.3809195715209002,TR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.2999010501673292,0.5529990165485184,0.2218790917854284,TR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.29044645257981344,0.5804223819667428,0.21898201520300772,TR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.5385539218710366,0.07078830236036232,0.3889285352520368,TR,intercept only,6
