goal,dimension,region_id,score,year
LIV,future,1,,2005
LIV,future,2,,2005
LIV,future,3,,2005
LIV,future,4,,2005
LIV,future,5,89.37,2005
LIV,future,6,91.83,2005
LIV,future,7,90.08,2005
LIV,future,8,88.48,2005
LIV,future,9,79.74,2005
LIV,future,10,91.64,2005
LIV,future,11,89.33,2005
LIV,pressures,1,10.93,2005
LIV,pressures,2,10.93,2005
LIV,pressures,3,10.93,2005
LIV,pressures,4,10.93,2005
LIV,pressures,5,10.93,2005
LIV,pressures,6,10.93,2005
LIV,pressures,7,10.93,2005
LIV,pressures,8,10.93,2005
LIV,pressures,9,10.93,2005
LIV,pressures,10,10.93,2005
LIV,pressures,11,10.93,2005
LIV,resilience,1,,2005
LIV,resilience,2,,2005
LIV,resilience,3,,2005
LIV,resilience,4,,2005
LIV,resilience,5,,2005
LIV,resilience,6,,2005
LIV,resilience,7,,2005
LIV,resilience,8,,2005
LIV,resilience,9,,2005
LIV,resilience,10,,2005
LIV,resilience,11,,2005
LIV,score,0,90.3,2005
LIV,score,1,,2005
LIV,score,2,,2005
LIV,score,3,,2005
LIV,score,4,,2005
LIV,score,5,91.04,2005
LIV,score,6,93.55,2005
LIV,score,7,91.76,2005
LIV,score,8,90.14,2005
LIV,score,9,81.24,2005
LIV,score,10,93.35,2005
LIV,score,11,91,2005
LIV,status,0,91.95,2005
LIV,status,1,,2005
LIV,status,2,,2005
LIV,status,3,,2005
LIV,status,4,,2005
LIV,status,5,92.71,2005
LIV,status,6,95.26,2005
LIV,status,7,93.45,2005
LIV,status,8,91.79,2005
LIV,status,9,82.73,2005
LIV,status,10,95.07,2005
LIV,status,11,92.67,2005
LIV,trend,1,,2005
LIV,trend,2,,2005
LIV,trend,3,,2005
LIV,trend,4,,2005
LIV,trend,5,,2005
LIV,trend,6,,2005
LIV,trend,7,,2005
LIV,trend,8,,2005
LIV,trend,9,,2005
LIV,trend,10,,2005
LIV,trend,11,,2005
LSP,future,0,71.75,2005
LSP,future,1,,2005
LSP,future,2,,2005
LSP,future,3,,2005
LSP,future,4,,2005
LSP,future,5,40.57,2005
LSP,future,6,42.26,2005
LSP,future,7,100,2005
LSP,future,8,100,2005
LSP,future,9,100,2005
LSP,future,10,67.64,2005
LSP,future,11,51.8,2005
LSP,pressures,1,28.74,2005
LSP,pressures,2,29.04,2005
LSP,pressures,3,28.05,2005
LSP,pressures,4,29.26,2005
LSP,pressures,5,22.92,2005
LSP,pressures,6,22.62,2005
LSP,pressures,7,22.86,2005
LSP,pressures,8,22.69,2005
LSP,pressures,9,22.82,2005
LSP,pressures,10,23.42,2005
LSP,pressures,11,23.53,2005
LSP,resilience,1,40.4,2005
LSP,resilience,2,40.4,2005
LSP,resilience,3,40.4,2005
LSP,resilience,4,40.4,2005
LSP,resilience,5,40.4,2005
LSP,resilience,6,40.4,2005
LSP,resilience,7,40.4,2005
LSP,resilience,8,40.4,2005
LSP,resilience,9,40.4,2005
LSP,resilience,10,40.4,2005
LSP,resilience,11,40.4,2005
LSP,score,0,70.98,2005
LSP,score,1,,2005
LSP,score,2,,2005
LSP,score,3,,2005
LSP,score,4,,2005
LSP,score,5,39.46,2005
LSP,score,6,41.09,2005
LSP,score,7,100,2005
LSP,score,8,100,2005
LSP,score,9,100,2005
LSP,score,10,65.85,2005
LSP,score,11,50.43,2005
LSP,status,0,70.2,2005
LSP,status,1,,2005
LSP,status,2,,2005
LSP,status,3,,2005
LSP,status,4,,2005
LSP,status,5,38.36,2005
LSP,status,6,39.92,2005
LSP,status,7,100,2005
LSP,status,8,100,2005
LSP,status,9,100,2005
LSP,status,10,64.05,2005
LSP,status,11,49.07,2005
LSP,trend,1,,2005
LSP,trend,2,,2005
LSP,trend,3,,2005
LSP,trend,4,,2005
LSP,trend,5,,2005
LSP,trend,6,,2005
LSP,trend,7,,2005
LSP,trend,8,,2005
